Timestamp(ms),Current(uA),D0-D7
1135.02,20.239,00000000
1135.03,20.414,00000000
1135.04,20.326,00000000
1135.05,20.282,00000000
1135.06,20.458,00000000
1135.07,20.589,00000000
1135.08,20.501,00000000
1135.09,20.458,00000000
1135.1,20.195,00000000
1135.11,20.195,00000000
1135.12,20.107,00000000
1135.13,20.064,00000000
1135.14,19.932,00000000
1135.15,19.976,00000000
1135.16,19.976,00000000
1135.17,20.020,00000000
1135.18,19.888,00000000
1135.19,19.845,00000000
1135.2,19.670,00000000
1135.21,19.845,00000000
1135.22,19.626,00000000
1135.23,19.582,00000000
1135.24,19.757,00000000
1135.25,19.888,00000000
1135.26,20.414,00000000
1135.27,40.861,00000000
1135.28,44.714,00000000
1135.29,45.151,00000000
1135.3,45.020,00000000
1135.31,45.020,00000000
1135.32,44.889,00000000
1135.33,44.757,00000000
1135.34,44.801,00000000
1135.35,44.714,00000000
1135.36,44.407,00000000
1135.37,44.276,00000000
1135.38,44.188,00000000
1135.39,44.232,00000000
1135.4,44.144,00000000
1135.41,44.276,00000000
1135.42,44.320,00000000
1135.43,44.320,00000000
1135.44,44.188,00000000
1135.45,44.101,00000000
1135.46,43.925,00000000
1135.47,43.838,00000000
1135.48,43.882,00000000
1135.49,43.969,00000000
1135.5,43.707,00000000
1135.51,43.750,00000000
1135.52,43.794,00000000
1135.53,43.707,00000000
1135.54,43.531,00000000
1135.55,43.707,00000000
1135.56,43.488,00000000
1135.57,43.531,00000000
1135.58,43.488,00000000
1135.59,43.400,00000000
1135.6,43.313,00000000
1135.61,43.269,00000000
1135.62,43.531,00000000
1135.63,43.575,00000000
1135.64,43.356,00000000
1135.65,43.225,00000000
1135.66,43.313,00000000
1135.67,42.962,00000000
1135.68,42.831,00000000
1135.69,42.743,00000000
1135.7,42.787,00000000
1135.71,42.831,00000000
1135.72,42.918,00000000
1135.73,42.743,00000000
1135.74,42.612,00000000
1135.75,42.612,00000000
1135.76,42.656,00000000
1135.77,42.524,00000000
1135.78,42.306,00000000
1135.79,42.524,00000000
1135.8,42.612,00000000
1135.81,42.568,00000000
1135.82,42.656,00000000
1135.83,42.568,00000000
1135.84,42.656,00000000
1135.85,42.481,00000000
1135.86,42.524,00000000
1135.87,42.568,00000000
1135.88,42.568,00000000
1135.89,42.393,00000000
1135.9,42.349,00000000
1135.91,42.349,00000000
1135.92,42.306,00000000
1135.93,42.306,00000000
1135.94,42.306,00000000
1135.95,41.999,00000000
1135.96,41.911,00000000
1135.97,41.824,00000000
1135.98,41.561,00000000
1135.99,41.561,00000000
1136,41.824,00000000
1136.01,41.605,00000000
1136.02,41.474,00000000
1136.03,41.342,00000000
1136.04,41.298,00000000
1136.05,41.342,00000000
1136.06,40.992,00000000
1136.07,41.080,00000000
1136.08,40.948,00000000
1136.09,41.255,00000000
1136.1,41.211,00000000
1136.11,41.430,00000000
1136.12,41.298,00000000
1136.13,41.255,00000000
1136.14,41.123,00000000
1136.15,41.211,00000000
1136.16,41.080,00000000
1136.17,41.036,00000000
1136.18,40.817,00000000
1136.19,40.904,00000000
1136.2,40.817,00000000
1136.21,40.773,00000000
1136.22,40.729,00000000
1136.23,40.467,00000000
1136.24,40.248,00000000
1136.25,40.029,00000000
1136.26,40.160,00000000
1136.27,40.073,00000000
1136.28,40.204,00000000
1136.29,40.204,00000000
1136.3,40.073,00000000
1136.31,40.073,00000000
1136.32,39.941,00000000
1136.33,39.810,00000000
1136.34,39.722,00000000
1136.35,39.810,00000000
1136.36,39.897,00000000
1136.37,40.160,00000000
1136.38,40.116,00000000
1136.39,40.160,00000000
1136.4,40.073,00000000
1136.41,39.810,00000000
1136.42,39.941,00000000
1136.43,39.897,00000000
1136.44,39.766,00000000
1136.45,39.679,00000000
1136.46,39.722,00000000
1136.47,39.635,00000000
1136.48,39.635,00000000
1136.49,39.591,00000000
1136.5,39.679,00000000
1136.51,39.679,00000000
1136.52,39.591,00000000
1136.53,39.460,00000000
1136.54,39.679,00000000
1136.55,39.460,00000000
1136.56,39.284,00000000
1136.57,39.241,00000000
1136.58,39.284,00000000
1136.59,39.328,00000000
1136.6,39.197,00000000
1136.61,38.978,00000000
1136.62,38.978,00000000
1136.63,38.934,00000000
1136.64,38.978,00000000
1136.65,38.847,00000000
1136.66,38.715,00000000
1136.67,38.584,00000000
1136.68,38.628,00000000
1136.69,38.628,00000000
1136.7,38.584,00000000
1136.71,38.584,00000000
1136.72,38.321,00000000
1136.73,38.540,00000000
1136.74,38.453,00000000
1136.75,38.540,00000000
1136.76,38.628,00000000
1136.77,38.759,00000000
1136.78,38.540,00000000
1136.79,38.628,00000000
1136.8,38.496,00000000
1136.81,38.321,00000000
1136.82,38.102,00000000
1136.83,38.059,00000000
1136.84,37.971,00000000
1136.85,37.796,00000000
1136.86,38.015,00000000
1136.87,37.796,00000000
1136.88,37.971,00000000
1136.89,37.708,00000000
1136.9,37.796,00000000
1136.91,37.708,00000000
1136.92,37.577,00000000
1136.93,37.489,00000000
1136.94,37.358,00000000
1136.95,37.270,00000000
1136.96,37.270,00000000
1136.97,37.314,00000000
1136.98,37.227,00000000
1136.99,36.964,00000000
1137,37.227,00000000
1137.01,37.270,00000000
1137.02,37.008,00000000
1137.03,37.052,00000000
1137.04,37.052,00000000
1137.05,37.139,00000000
1137.06,36.920,00000000
1137.07,36.833,00000000
1137.08,37.052,00000000
1137.09,37.008,00000000
1137.1,37.052,00000000
1137.11,36.964,00000000
1137.12,36.964,00000000
1137.13,36.920,00000000
1137.14,36.964,00000000
1137.15,36.876,00000000
1137.16,36.701,00000000
1137.17,36.657,00000000
1137.18,36.526,00000000
1137.19,36.701,00000000
1137.2,36.614,00000000
1137.21,36.657,00000000
1137.22,36.657,00000000
1137.23,36.570,00000000
1137.24,36.570,00000000
1137.25,36.526,00000000
1137.26,36.307,00000000
1137.27,36.263,00000000
1137.28,36.263,00000000
1137.29,36.001,00000000
1137.3,36.176,00000000
1137.31,36.088,00000000
1137.32,36.307,00000000
1137.33,36.132,00000000
1137.34,36.088,00000000
1137.35,36.132,00000000
1137.36,36.263,00000000
1137.37,36.132,00000000
1137.38,36.044,00000000
1137.39,36.044,00000000
1137.4,36.263,00000000
1137.41,36.220,00000000
1137.42,36.307,00000000
1137.43,36.307,00000000
1137.44,36.132,00000000
1137.45,36.044,00000000
1137.46,36.263,00000000
1137.47,35.869,00000000
1137.48,35.869,00000000
1137.49,35.957,00000000
1137.5,36.001,00000000
1137.51,36.001,00000000
1137.52,35.957,00000000
1137.53,36.044,00000000
1137.54,36.001,00000000
1137.55,35.957,00000000
1137.56,35.782,00000000
1137.57,35.563,00000000
1137.58,35.563,00000000
1137.59,35.344,00000000
1137.6,35.256,00000000
1137.61,35.169,00000000
1137.62,34.950,00000000
1137.63,34.994,00000000
1137.64,34.906,00000000
1137.65,35.037,00000000
1137.66,34.906,00000000
1137.67,35.213,00000000
1137.68,34.994,00000000
1137.69,35.125,00000000
1137.7,34.950,00000000
1137.71,34.906,00000000
1137.72,34.775,00000000
1137.73,34.775,00000000
1137.74,34.906,00000000
1137.75,34.731,00000000
1137.76,34.556,00000000
1137.77,34.556,00000000
1137.78,34.468,00000000
1137.79,34.468,00000000
1137.8,34.206,00000000
1137.81,34.249,00000000
1137.82,34.293,00000000
1137.83,34.249,00000000
1137.84,34.512,00000000
1137.85,34.468,00000000
1137.86,34.468,00000000
1137.87,34.206,00000000
1137.88,34.293,00000000
1137.89,34.337,00000000
1137.9,34.293,00000000
1137.91,34.468,00000000
1137.92,34.293,00000000
1137.93,34.206,00000000
1137.94,34.206,00000000
1137.95,34.249,00000000
1137.96,34.206,00000000
1137.97,34.074,00000000
1137.98,34.074,00000000
1137.99,34.074,00000000
1138,34.162,00000000
1138.01,33.899,00000000
1138.02,33.899,00000000
1138.03,33.943,00000000
