Timestamp(ms),Current(uA),D0-D7
2.55,3.601,00000000
2.56,3.776,00000000
2.57,3.601,00000000
2.58,3.820,00000000
2.59,3.645,00000000
2.6,3.776,00000000
2.61,3.820,00000000
2.62,3.689,00000000
2.63,3.732,00000000
2.64,3.601,00000000
2.65,3.513,00000000
2.66,3.601,00000000
2.67,3.513,00000000
2.68,3.470,00000000
2.69,3.426,00000000
2.7,3.645,00000000
2.71,3.426,00000000
2.72,3.382,00000000
2.73,3.382,00000000
2.74,3.426,00000000
2.75,3.295,00000000
2.76,3.251,00000000
2.77,3.513,00000000
2.78,3.382,00000000
2.79,3.645,00000000
2.8,3.864,00000000
2.81,3.864,00000000
2.82,3.820,00000000
2.83,3.645,00000000
2.84,3.732,00000000
2.85,3.776,00000000
2.86,3.601,00000000
2.87,3.732,00000000
2.88,3.645,00000000
2.89,3.513,00000000
2.9,3.601,00000000
2.91,3.601,00000000
2.92,3.601,00000000
2.93,3.689,00000000
2.94,3.557,00000000
2.95,3.645,00000000
2.96,3.557,00000000
2.97,3.557,00000000
2.98,3.470,00000000
2.99,3.470,00000000
3,3.382,00000000
3.01,3.338,00000000
3.02,3.295,00000000
3.03,3.382,00000000
3.04,3.557,00000000
3.05,3.732,00000000
3.06,3.820,00000000
3.07,3.951,00000000
3.08,3.820,00000000
3.09,3.776,00000000
3.1,3.951,00000000
3.11,3.689,00000000
3.12,3.776,00000000
3.13,3.820,00000000
3.14,3.864,00000000
3.15,4.126,00000000
3.16,3.820,00000000
3.17,4.083,00000000
3.18,3.995,00000000
3.19,4.214,00000000
3.2,4.345,00000000
3.21,4.302,00000000
3.22,4.214,00000000
3.23,4.170,00000000
3.24,4.214,00000000
3.25,3.951,00000000
3.26,4.126,00000000
3.27,4.170,00000000
3.28,3.995,00000000
3.29,3.995,00000000
3.3,3.995,00000000
3.31,3.951,00000000
3.32,3.908,00000000
3.33,3.820,00000000
3.34,3.864,00000000
3.35,3.776,00000000
3.36,3.951,00000000
3.37,3.820,00000000
3.38,3.908,00000000
3.39,3.864,00000000
3.4,3.776,00000000
3.41,3.732,00000000
3.42,3.732,00000000
3.43,3.776,00000000
3.44,3.951,00000000
3.45,3.864,00000000
3.46,3.864,00000000
3.47,3.820,00000000
3.48,3.776,00000000
3.49,3.732,00000000
3.5,3.601,00000000
3.51,3.689,00000000
3.52,3.645,00000000
3.53,3.601,00000000
3.54,3.645,00000000
3.55,3.689,00000000
3.56,3.732,00000000
3.57,3.645,00000000
3.58,3.776,00000000
3.59,3.645,00000000
3.6,3.732,00000000
3.61,3.908,00000000
3.62,3.864,00000000
3.63,3.820,00000000
3.64,3.951,00000000
3.65,3.732,00000000
3.66,3.776,00000000
3.67,3.776,00000000
3.68,3.820,00000000
3.69,3.732,00000000
3.7,3.864,00000000
3.71,3.951,00000000
3.72,3.645,00000000
3.73,3.645,00000000
3.74,3.645,00000000
3.75,3.601,00000000
3.76,3.470,00000000
3.77,3.645,00000000
3.78,3.470,00000000
3.79,3.382,00000000
3.8,3.470,00000000
3.81,3.557,00000000
3.82,3.470,00000000
3.83,3.601,00000000
3.84,3.601,00000000
3.85,3.732,00000000
3.86,3.689,00000000
3.87,3.689,00000000
3.88,3.776,00000000
3.89,3.601,00000000
3.9,3.645,00000000
3.91,3.645,00000000
3.92,3.601,00000000
3.93,3.601,00000000
3.94,3.470,00000000
3.95,3.732,00000000
3.96,3.470,00000000
3.97,3.557,00000000
3.98,3.951,00000000
3.99,3.776,00000000
4,3.776,00000000
4.01,3.732,00000000
4.02,3.951,00000000
4.03,3.820,00000000
4.04,3.951,00000000
4.05,3.864,00000000
4.06,3.995,00000000
4.07,4.345,00000000
4.08,4.520,00000000
4.09,4.652,00000000
4.1,4.871,00000000
4.11,20.677,00000000
4.12,28.733,00000000
4.13,29.652,00000000
4.14,29.696,00000000
4.15,29.565,00000000
4.16,29.477,00000000
4.17,29.346,00000000
4.18,29.302,00000000
4.19,29.302,00000000
4.2,29.346,00000000
4.21,29.214,00000000
4.22,29.346,00000000
4.23,29.083,00000000
4.24,29.258,00000000
4.25,29.039,00000000
4.26,29.171,00000000
4.27,29.039,00000000
4.28,29.039,00000000
4.29,29.127,00000000
4.3,29.171,00000000
4.31,29.039,00000000
4.32,29.039,00000000
4.33,28.952,00000000
4.34,28.820,00000000
4.35,28.820,00000000
4.36,28.776,00000000
4.37,28.689,00000000
4.38,28.820,00000000
4.39,28.733,00000000
4.4,28.645,00000000
4.41,28.645,00000000
4.42,28.558,00000000
4.43,28.426,00000000
4.44,28.470,00000000
4.45,28.470,00000000
4.46,28.514,00000000
4.47,28.426,00000000
4.48,28.339,00000000
4.49,28.207,00000000
4.5,28.120,00000000
4.51,28.120,00000000
4.52,28.076,00000000
4.53,28.032,00000000
4.54,28.032,00000000
4.55,27.901,00000000
4.56,27.813,00000000
4.57,27.769,00000000
4.58,27.857,00000000
4.59,27.769,00000000
4.6,27.813,00000000
4.61,27.375,00000000
4.62,27.594,00000000
4.63,27.638,00000000
4.64,27.594,00000000
4.65,27.638,00000000
4.66,27.551,00000000
4.67,27.507,00000000
4.68,27.594,00000000
4.69,27.332,00000000
4.7,27.332,00000000
4.71,27.200,00000000
4.72,27.113,00000000
4.73,27.069,00000000
4.74,26.981,00000000
4.75,27.069,00000000
4.76,26.981,00000000
4.77,26.850,00000000
4.78,26.894,00000000
4.79,26.762,00000000
4.8,26.850,00000000
4.81,26.938,00000000
4.82,27.069,00000000
4.83,26.806,00000000
4.84,26.894,00000000
4.85,26.894,00000000
4.86,26.719,00000000
4.87,26.675,00000000
4.88,26.675,00000000
4.89,26.762,00000000
4.9,26.981,00000000
4.91,26.894,00000000
4.92,26.850,00000000
4.93,27.113,00000000
4.94,26.894,00000000
4.95,26.762,00000000
4.96,26.631,00000000
4.97,26.850,00000000
4.98,26.675,00000000
4.99,26.675,00000000
5,26.587,00000000
5.01,26.587,00000000
5.02,26.325,00000000
5.03,26.456,00000000
5.04,26.500,00000000
5.05,26.500,00000000
5.06,26.412,00000000
5.07,26.281,00000000
5.08,26.237,00000000
5.09,26.368,00000000
5.1,26.456,00000000
5.11,26.412,00000000
5.12,26.544,00000000
5.13,26.368,00000000
5.14,26.193,00000000
5.15,26.237,00000000
5.16,26.281,00000000
5.17,26.368,00000000
5.18,26.281,00000000
5.19,26.368,00000000
5.2,26.193,00000000
5.21,26.193,00000000
5.22,26.193,00000000
5.23,26.193,00000000
5.24,26.149,00000000
5.25,26.062,00000000
5.26,26.018,00000000
5.27,26.106,00000000
5.28,26.018,00000000
5.29,26.018,00000000
5.3,25.843,00000000
5.31,25.974,00000000
5.32,26.062,00000000
5.33,25.931,00000000
5.34,25.843,00000000
5.35,25.799,00000000
5.36,25.799,00000000
5.37,25.755,00000000
5.38,25.931,00000000
5.39,25.843,00000000
5.4,25.843,00000000
5.41,25.799,00000000
5.42,25.799,00000000
5.43,25.712,00000000
5.44,25.580,00000000
5.45,25.624,00000000
5.46,25.580,00000000
5.47,25.668,00000000
5.48,25.493,00000000
5.49,25.361,00000000
5.5,25.361,00000000
5.51,25.405,00000000
5.52,25.536,00000000
5.53,25.449,00000000
5.54,25.449,00000000
5.55,25.230,00000000
5.56,25.405,00000000
5.57,25.318,00000000
5.58,25.142,00000000
5.59,25.230,00000000
5.6,25.055,00000000
5.61,25.099,00000000
5.62,25.011,00000000
5.63,24.924,00000000
5.64,24.967,00000000
5.65,25.055,00000000
5.66,24.880,00000000
5.67,24.705,00000000
5.68,24.880,00000000
5.69,24.924,00000000
5.7,25.318,00000000
5.71,25.099,00000000
5.72,25.230,00000000
5.73,25.099,00000000
5.74,25.230,00000000
5.75,25.186,00000000
5.76,24.967,00000000
5.77,25.011,00000000
5.78,25.011,00000000
5.79,24.967,00000000
5.8,25.055,00000000
5.81,25.055,00000000
5.82,24.967,00000000
5.83,25.011,00000000
5.84,24.836,00000000
5.85,24.705,00000000
5.86,24.748,00000000
5.87,24.792,00000000
5.88,24.529,00000000
5.89,24.398,00000000
5.9,24.354,00000000
5.91,24.311,00000000
5.92,24.354,00000000
5.93,24.442,00000000
5.94,24.529,00000000
5.95,24.486,00000000
5.96,24.311,00000000
5.97,24.223,00000000
5.98,24.179,00000000
5.99,24.223,00000000
6,24.354,00000000
6.01,24.398,00000000
6.02,24.311,00000000
6.03,24.486,00000000
6.04,24.442,00000000
6.05,24.354,00000000
6.06,24.267,00000000
6.07,24.135,00000000
6.08,24.048,00000000
6.09,24.135,00000000
6.1,24.048,00000000
6.11,24.092,00000000
6.12,24.092,00000000
6.13,24.092,00000000
6.14,24.004,00000000
6.15,24.004,00000000
6.16,23.917,00000000
6.17,23.829,00000000
6.18,23.829,00000000
6.19,23.698,00000000
6.2,23.522,00000000
6.21,23.435,00000000
6.22,23.479,00000000
6.23,23.435,00000000
6.24,23.260,00000000
6.25,23.260,00000000
6.26,23.479,00000000
6.27,23.347,00000000
6.28,23.566,00000000
6.29,23.479,00000000
6.3,23.391,00000000
6.31,23.522,00000000
6.32,23.391,00000000
6.33,23.304,00000000
6.34,23.216,00000000
6.35,23.479,00000000
6.36,23.304,00000000
6.37,23.391,00000000
6.38,23.260,00000000
6.39,23.216,00000000
6.4,23.085,00000000
6.41,23.085,00000000
6.42,22.997,00000000
6.43,22.997,00000000
6.44,22.866,00000000
6.45,22.953,00000000
6.46,22.866,00000000
6.47,22.822,00000000
6.48,22.866,00000000
6.49,22.866,00000000
6.5,22.822,00000000
6.51,22.822,00000000
6.52,22.822,00000000
6.53,22.734,00000000
6.54,22.822,00000000
6.55,22.909,00000000
6.56,22.909,00000000
6.57,22.909,00000000
6.58,22.866,00000000
6.59,22.866,00000000
6.6,22.734,00000000
6.61,22.822,00000000
6.62,22.691,00000000
6.63,22.559,00000000
6.64,22.647,00000000
6.65,22.691,00000000
6.66,22.778,00000000
6.67,22.691,00000000
6.68,22.472,00000000
6.69,22.428,00000000
6.7,22.647,00000000
6.71,22.472,00000000
6.72,22.472,00000000
6.73,22.603,00000000
6.74,22.559,00000000
6.75,22.691,00000000
6.76,22.691,00000000
6.77,22.559,00000000
6.78,22.559,00000000
6.79,22.472,00000000
6.8,22.428,00000000
6.81,22.515,00000000
6.82,22.340,00000000
6.83,22.297,00000000
6.84,22.384,00000000
6.85,22.297,00000000
6.86,22.384,00000000
6.87,22.253,00000000
6.88,22.253,00000000
6.89,22.253,00000000
6.9,22.253,00000000
6.91,22.034,00000000
6.92,22.078,00000000
6.93,21.990,00000000
6.94,21.946,00000000
6.95,21.859,00000000
6.96,22.034,00000000
6.97,21.771,00000000
6.98,22.034,00000000
6.99,21.946,00000000
7,21.815,00000000
7.01,21.815,00000000
7.02,21.902,00000000
7.03,21.902,00000000
7.04,21.946,00000000
7.05,21.859,00000000
7.06,21.815,00000000
7.07,21.684,00000000
7.08,21.684,00000000
7.09,21.640,00000000
7.1,21.640,00000000
7.11,21.727,00000000
7.12,21.684,00000000
7.13,21.421,00000000
7.14,21.596,00000000
7.15,21.421,00000000
7.16,21.290,00000000
7.17,21.071,00000000
7.18,21.114,00000000
7.19,21.114,00000000
7.2,21.114,00000000
7.21,21.071,00000000
7.22,21.071,00000000
7.23,21.114,00000000
7.24,21.158,00000000
7.25,21.027,00000000
7.26,21.071,00000000
7.27,21.158,00000000
7.28,21.246,00000000
7.29,21.290,00000000
7.3,21.377,00000000
7.31,21.421,00000000
7.32,21.465,00000000
7.33,21.552,00000000
7.34,21.377,00000000
7.35,21.333,00000000
7.36,21.246,00000000
7.37,21.202,00000000
7.38,21.202,00000000
7.39,21.071,00000000
7.4,21.071,00000000
7.41,21.071,00000000
7.42,21.114,00000000
7.43,21.071,00000000
7.44,21.114,00000000
7.45,20.983,00000000
7.46,21.071,00000000
7.47,21.114,00000000
7.48,20.939,00000000
7.49,20.808,00000000
7.5,20.808,00000000
7.51,20.764,00000000
7.52,20.764,00000000
7.53,20.720,00000000
7.54,20.808,00000000
7.55,20.852,00000000
7.56,20.895,00000000
7.57,20.895,00000000
7.58,20.764,00000000
7.59,20.764,00000000
7.6,20.852,00000000
7.61,20.545,00000000
7.62,20.589,00000000
7.63,20.633,00000000
7.64,20.589,00000000
7.65,20.545,00000000
7.66,20.458,00000000
7.67,20.414,00000000
7.68,20.370,00000000
7.69,20.282,00000000
7.7,20.545,00000000
7.71,20.414,00000000
7.72,20.633,00000000
7.73,20.633,00000000
7.74,20.677,00000000
7.75,20.764,00000000
7.76,20.501,00000000
7.77,20.370,00000000
7.78,20.370,00000000
7.79,20.414,00000000
7.8,20.414,00000000
7.81,20.501,00000000
7.82,20.414,00000000
7.83,20.370,00000000
7.84,20.326,00000000
7.85,20.195,00000000
7.86,20.151,00000000
7.87,20.151,00000000
7.88,20.151,00000000
7.89,20.020,00000000
7.9,20.107,00000000
7.91,20.151,00000000
7.92,20.414,00000000
7.93,20.239,00000000
7.94,20.151,00000000
7.95,20.020,00000000
7.96,20.151,00000000
7.97,20.020,00000000
7.98,20.020,00000000
7.99,19.976,00000000
8,19.757,00000000
8.01,19.801,00000000
8.02,19.494,00000000
8.03,19.670,00000000
8.04,19.494,00000000
8.05,19.713,00000000
8.06,19.407,00000000
8.07,19.757,00000000
8.08,19.670,00000000
8.09,19.626,00000000
8.1,19.801,00000000
8.11,19.757,00000000
8.12,19.757,00000000
8.13,19.713,00000000
8.14,19.713,00000000
8.15,19.494,00000000
8.16,19.538,00000000
8.17,19.363,00000000
8.18,19.494,00000000
8.19,19.363,00000000
8.2,19.363,00000000
8.21,19.232,00000000
8.22,19.188,00000000
8.23,19.319,00000000
8.24,19.232,00000000
8.25,19.363,00000000
8.26,19.144,00000000
8.27,19.275,00000000
8.28,19.188,00000000
8.29,19.232,00000000
8.3,19.188,00000000
8.31,19.188,00000000
8.32,19.319,00000000
8.33,19.275,00000000
8.34,19.363,00000000
8.35,19.275,00000000
8.36,19.188,00000000
8.37,19.144,00000000
8.38,18.969,00000000
8.39,19.100,00000000
8.4,19.319,00000000
8.41,19.319,00000000
8.42,19.538,00000000
8.43,19.407,00000000
8.44,19.494,00000000
8.45,19.757,00000000
8.46,30.834,00000000
8.47,43.269,00000000
8.48,44.670,00000000
8.49,44.714,00000000
8.5,44.626,00000000
8.51,44.495,00000000
8.52,44.320,00000000
8.53,44.232,00000000
8.54,44.057,00000000
8.55,43.882,00000000
8.56,43.925,00000000
8.57,43.619,00000000
8.58,43.794,00000000
8.59,43.663,00000000
8.6,43.838,00000000
8.61,43.838,00000000
8.62,43.750,00000000
8.63,43.619,00000000
8.64,43.444,00000000
8.65,43.400,00000000
8.66,43.488,00000000
8.67,43.444,00000000
8.68,43.313,00000000
8.69,43.313,00000000
8.7,43.313,00000000
8.71,43.181,00000000
8.72,43.181,00000000
8.73,43.137,00000000
8.74,43.094,00000000
8.75,43.094,00000000
8.76,42.962,00000000
8.77,42.875,00000000
8.78,42.918,00000000
8.79,43.006,00000000
8.8,42.918,00000000
8.81,42.875,00000000
8.82,42.875,00000000
8.83,42.831,00000000
8.84,42.612,00000000
8.85,42.481,00000000
8.86,42.524,00000000
8.87,42.306,00000000
8.88,42.262,00000000
8.89,42.306,00000000
8.9,42.349,00000000
8.91,42.393,00000000
8.92,42.130,00000000
8.93,42.043,00000000
8.94,42.130,00000000
8.95,42.130,00000000
8.96,42.218,00000000
8.97,42.087,00000000
8.98,42.087,00000000
8.99,41.955,00000000
9,41.868,00000000
9.01,41.736,00000000
9.02,41.780,00000000
9.03,41.780,00000000
9.04,41.736,00000000
9.05,41.780,00000000
9.06,41.780,00000000
9.07,41.693,00000000
9.08,41.430,00000000
9.09,41.474,00000000
9.1,41.474,00000000
9.11,41.561,00000000
9.12,41.561,00000000
9.13,41.736,00000000
9.14,41.605,00000000
9.15,41.561,00000000
9.16,41.386,00000000
9.17,41.298,00000000
9.18,41.167,00000000
9.19,40.861,00000000
9.2,40.861,00000000
9.21,40.861,00000000
9.22,40.904,00000000
9.23,40.904,00000000
9.24,40.729,00000000
9.25,40.554,00000000
9.26,40.467,00000000
9.27,40.510,00000000
9.28,40.598,00000000
9.29,40.510,00000000
9.3,40.291,00000000
9.31,40.204,00000000
9.32,40.160,00000000
9.33,40.160,00000000
9.34,40.335,00000000
9.35,40.379,00000000
9.36,40.335,00000000
9.37,40.335,00000000
9.38,40.379,00000000
9.39,40.073,00000000
9.4,40.073,00000000
9.41,39.985,00000000
9.42,40.073,00000000
9.43,39.985,00000000
9.44,39.941,00000000
9.45,39.985,00000000
9.46,39.897,00000000
9.47,39.941,00000000
9.48,39.635,00000000
9.49,39.810,00000000
9.5,39.722,00000000
9.51,39.635,00000000
9.52,39.766,00000000
9.53,39.547,00000000
9.54,39.635,00000000
9.55,39.460,00000000
9.56,39.460,00000000
9.57,39.328,00000000
9.58,39.197,00000000
9.59,39.197,00000000
9.6,39.241,00000000
9.61,39.197,00000000
9.62,39.284,00000000
9.63,39.241,00000000
9.64,39.328,00000000
9.65,39.416,00000000
9.66,39.241,00000000
9.67,39.153,00000000
9.68,39.153,00000000
9.69,39.066,00000000
9.7,39.022,00000000
9.71,38.978,00000000
9.72,38.890,00000000
9.73,38.628,00000000
9.74,38.584,00000000
9.75,38.540,00000000
9.76,38.584,00000000
9.77,38.628,00000000
9.78,38.584,00000000
9.79,38.409,00000000
9.8,38.453,00000000
9.81,38.365,00000000
9.82,38.365,00000000
9.83,38.102,00000000
9.84,37.927,00000000
9.85,37.883,00000000
9.86,37.708,00000000
9.87,37.752,00000000
9.88,37.840,00000000
9.89,37.796,00000000
9.9,37.840,00000000
9.91,37.664,00000000
9.92,37.796,00000000
9.93,37.840,00000000
9.94,37.577,00000000
9.95,37.621,00000000
9.96,37.533,00000000
9.97,37.402,00000000
9.98,37.489,00000000
9.99,37.446,00000000
10,37.402,00000000
10.01,37.270,00000000
10.02,37.270,00000000
10.03,37.402,00000000
10.04,37.270,00000000
10.05,37.314,00000000
10.06,37.314,00000000
10.07,37.314,00000000
10.08,37.183,00000000
10.09,37.446,00000000
10.1,37.008,00000000
10.11,37.095,00000000
10.12,37.052,00000000
10.13,36.876,00000000
10.14,37.008,00000000
10.15,37.008,00000000
10.16,36.964,00000000
10.17,36.833,00000000
10.18,37.052,00000000
10.19,36.964,00000000
10.2,36.876,00000000
10.21,36.745,00000000
10.22,36.745,00000000
10.23,36.833,00000000
10.24,36.789,00000000
10.25,36.701,00000000
10.26,36.614,00000000
10.27,36.614,00000000
10.28,36.526,00000000
10.29,36.657,00000000
10.3,36.789,00000000
10.31,36.614,00000000
10.32,36.701,00000000
10.33,36.570,00000000
10.34,36.526,00000000
10.35,36.526,00000000
10.36,36.351,00000000
10.37,36.307,00000000
10.38,36.088,00000000
10.39,36.132,00000000
10.4,36.132,00000000
10.41,36.263,00000000
10.42,36.132,00000000
10.43,36.176,00000000
10.44,36.176,00000000
10.45,36.044,00000000
10.46,36.176,00000000
10.47,35.913,00000000
10.48,36.044,00000000
10.49,36.001,00000000
10.5,35.738,00000000
10.51,35.782,00000000
10.52,36.001,00000000
10.53,36.088,00000000
10.54,36.263,00000000
10.55,36.220,00000000
10.56,36.132,00000000
10.57,36.088,00000000
10.58,35.826,00000000
10.59,35.650,00000000
10.6,35.826,00000000
10.61,35.694,00000000
10.62,35.519,00000000
10.63,35.563,00000000
10.64,35.432,00000000
10.65,35.563,00000000
10.66,35.475,00000000
10.67,35.432,00000000
10.68,35.344,00000000
10.69,35.213,00000000
10.7,35.213,00000000
10.71,35.256,00000000
10.72,35.388,00000000
10.73,35.388,00000000
10.74,35.388,00000000
10.75,35.213,00000000
10.76,35.081,00000000
10.77,35.256,00000000
10.78,35.125,00000000
10.79,35.125,00000000
10.8,34.906,00000000
10.81,34.906,00000000
10.82,34.862,00000000
10.83,34.643,00000000
10.84,34.775,00000000
10.85,34.643,00000000
10.86,34.556,00000000
10.87,34.687,00000000
10.88,34.600,00000000
10.89,34.556,00000000
10.9,34.512,00000000
10.91,34.556,00000000
10.92,34.600,00000000
10.93,34.512,00000000
10.94,34.600,00000000
10.95,34.775,00000000
10.96,34.775,00000000
10.97,34.643,00000000
10.98,34.600,00000000
10.99,34.556,00000000
11,34.600,00000000
11.01,34.643,00000000
11.02,34.600,00000000
11.03,34.687,00000000
11.04,34.512,00000000
11.05,34.468,00000000
11.06,34.425,00000000
11.07,34.337,00000000
11.08,49.180,00000000
11.09,875.397,00000000
11.1,1509.560,00000000
11.11,1955.089,00000000
11.12,3588.938,00000000
11.13,3247.052,00000000
11.14,2930.710,00000000
11.15,2684.018,00000000
11.16,2505.635,00000000
11.17,2270.614,00000000
11.18,2037.115,00000000
11.19,1931.880,00000000
11.2,1805.139,00000000
11.21,1609.372,00000000
11.22,1466.508,00000000
11.23,1362.977,00000000
11.24,1229.712,00000000
11.25,1092.695,00000000
11.26,1020.130,00000000
11.27,977.518,00000000
11.28,913.701,00000000
11.29,837.282,00000000
11.3,748.349,00000000
11.31,668.091,00000000
11.32,575.406,00000000
11.33,558.582,00000000
11.34,529.162,00000000
11.35,499.767,00000000
11.36,508.163,00000000
11.37,503.965,00000000
11.38,575.570,00000000
11.39,490.536,00000000
11.4,420.962,00000000
11.41,100.590,00000000
11.42,98.450,00000000
11.43,93.745,00000000
11.44,89.045,00000000
11.45,84.775,00000000
11.46,82.216,00000000
11.47,78.378,00000000
11.48,77.100,00000000
11.49,74.118,00000000
11.5,70.286,00000000
11.51,68.584,00000000
11.52,66.033,00000000
11.53,63.482,00000000
11.54,61.782,00000000
11.55,57.960,00000000
11.56,56.263,00000000
11.57,56.687,00000000
11.58,53.717,00000000
11.59,53.293,00000000
11.6,53.293,00000000
11.61,51.597,00000000
11.62,52.445,00000000
