=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,conv_status,read_status\n"
~"933,2588,1886,1,-17472,-18256,-32528,177,0\n"
~"934,2590,1888,1,-17840,-18496,-32528,241,0\n"
~"935,2592,1890,1,-17680,-18512,-32528,49,0\n"
~"936,2594,1892,1,-17808,-18512,-32528,113,0\n"
~"937,2596,1894,1,-4288,-7504,-32528,177,0\n"
~"938,2598,1896,1,-2528,-5936,-32528,241,0\n"
~"939,2600,1898,1,-2352,-5984,-32528,49,0\n"
~"940,2602,1900,1,-2272,-6048,-32528,145,0\n"
~"941,2604,1902,1,-2432,-6000,-32528,209,0\n"
~"942,2606,1904,1,-2544,-6016,-32528,17,0\n"
~"943,2608,1906,1,-2560,-5984,-32528,81,0\n"
~"944,2610,1908,1,-2400,-5952,-32528,145,0\n"
~"945,2612,1910,1,-2368,-5856,-32528,209,0\n"
~"946,2614,1912,1,-2416,-6000,-32528,49,0\n"
~"947,2616,1914,1,-2480,-6016,-32528,113,0\n"
~"948,2618,1916,1,-2320,-5984,-32528,177,0\n"
~"949,2620,1918,1,-2496,-5872,-32528,241,0\n"
~"950,2622,1920,1,-2352,-5968,-32528,49,0\n"
~"951,2624,1922,1,-2336,-5888,-32528,113,0\n"
~"952,2626,1924,1,-2304,-6032,-32528,177,0\n"
~"953,2628,1926,1,-2512,-6048,-32528,241,0\n"
~"954,2630,1928,1,-2384,-6080,-32528,49,0\n"
~"955,2632,1930,1,-2272,-6096,-32528,113,0\n"
~"956,2634,1932,1,-2336,-6080,-32528,17,0\n"
~"957,2636,1934,1,3728,-7376,-32528,241,0\n"
~"958,2638,1936,1,25072,-14736,-32528,49,0\n"
~"959,2640,1938,1,25920,-15088,-32528,113,0\n"
~"960,2642,1940,1,25872,-14928,-32528,177,0\n"
~"961,2644,1942,1,25808,-15232,-32528,241,0\n"
~"962,2646,1944,1,25536,-14944,-32528,49,0\n"
~"963,2648,1946,1,15984,-11440,-32528,145,0\n"
~"964,2650,1948,1,-1264,-5376,-32528,209,0\n"
~"965,2652,1950,1,-1024,-5472,-32528,17,0\n"
~"966,2654,1952,1,-1200,-5392,-32528,81,0\n"
~"967,2656,1954,1,-1232,-5328,-32528,145,0\n"
~"968,2658,1956,1,-1120,-5408,-32528,209,0\n"
~"969,2661,1959,1,-1200,-5344,-32528,81,0\n"
~"970,2663,1961,1,-1104,-5424,-32528,145,0\n"
~"971,2665,1963,1,-1248,-5216,-32528,209,0\n"
~"972,2667,1965,1,-928,-5360,-32528,17,0\n"
~"973,2669,1967,1,-1072,-5440,-32528,81,0\n"
~"974,2671,1969,1,-848,-5328,-32528,145,0\n"
~"975,2673,1971,1,-1040,-5456,-32528,241,0\n"
~"976,2675,1973,1,7376,-21760,-32528,49,0\n"
~"977,2677,1975,1,10416,-27360,-32528,113,0\n"
~"978,2679,1977,1,12064,-27072,-32528,177,0\n"
~"979,2681,1979,1,12784,-26608,-32528,241,0\n"
~"980,2683,1981,1,13072,-26448,-32528,49,0\n"
~"981,2685,1983,1,12816,-26432,-32528,209,0\n"
~"982,2687,1985,1,2064,-7792,-32528,177,0\n"
~"983,2689,1987,1,2000,-7664,-32528,241,0\n"
~"984,2691,1989,1,2016,-7696,-32528,49,0\n"
~"985,2693,1991,1,2144,-7744,-32528,113,0\n"
~"986,2695,1993,1,2128,-7776,-32528,177,0\n"
~"987,2697,1995,1,1936,-7712,-32528,241,0\n"
~"988,2699,1997,1,2048,-7792,-32528,49,0\n"
~"989,2701,1999,1,2032,-7632,-32528,145,0\n"
~"990,2703,2001,1,1984,-7776,-32528,209,0\n"
~"991,2705,2003,1,2112,-7840,-32528,17,0\n"
~"992,2707,2005,1,1920,-7760,-32528,81,0\n"
~"993,2709,2007,1,2032,-7680,-32528,145,0\n"
~"994,2711,2009,1,2000,-7776,-32528,209,0\n"
~"995,2713,2011,1,1952,-7744,-32528,49,0\n"
~"996,2715,2013,1,10272,-21584,-32528,113,0\n"
~"997,2717,2015,1,13328,-26688,-32528,177,0\n"
~"998,2719,2017,1,13264,-26800,-32528,241,0\n"
~"999,2721,2019,1,13184,-26656,-32528,49,0\n"
~"1000,2723,2021,1,13136,-26704,-32528,113,0\n"
~"1001,2725,2023,1,13040,-25952,-32528,177,0\n"
~"1002,2727,2025,1,2752,-7680,-32528,241,0\n"
~"1003,2729,2027,1,2768,-7760,-32528,49,0\n"
~"1004,2731,2029,1,2672,-7664,-32528,113,0\n"
~"1005,2733,2031,1,2768,-7872,-32528,177,0\n"
~"1006,2735,2033,1,2864,-7760,-32528,81,0\n"
~"1007,2737,2035,1,2784,-7680,-32528,49,0\n"
~"1008,2739,2037,1,2928,-7760,-32528,113,0\n"
~"1009,2741,2039,1,2912,-7872,-32528,177,0\n"
~"1010,2743,2041,1,2912,-7744,-32528,17,0\n"
~"1011,2745,2043,1,2912,-7696,-32528,81,0\n"
~"1012,2747,2045,1,2848,-7792,-32528,145,0\n"
~"1013,2749,2047,1,2720,-7664,-32528,209,0\n"
~"1014,2751,2049,1,8688,-14480,-32528,17,0\n"
~"1015,2753,2051,1,17056,-24512,-32528,81,0\n"
~"1016,2755,2053,1,17040,-24368,-32528,145,0\n"
~"1017,2757,2055,1,17232,-24368,-32528,241,0\n"
~"1018,2759,2057,1,17200,-24432,-32528,49,0\n"
~"1019,2762,2060,1,17152,-24336,-32528,145,0\n"
~"1020,2764,2062,1,8032,-11424,-32528,209,0\n"
~"1021,2766,2064,1,1872,-5856,-32528,17,0\n"
~"1022,2768,2066,1,1920,-6096,-32528,81,0\n"
~"1023,2770,2068,1,1840,-5984,-32528,145,0\n"
~"1024,2772,2070,1,1984,-5840,-32528,209,0\n"
~"1025,2774,2072,1,1872,-6032,-32528,17,0\n"
~"1026,2776,2074,1,1856,-6016,-32528,81,0\n"
~"1027,2778,2076,1,1936,-6048,-32528,145,0\n"
~"1028,2780,2078,1,1744,-5840,-32528,209,0\n"
~"1029,2782,2080,1,1888,-5936,-32528,49,0\n"
~"1030,2784,2082,1,1840,-6000,-32528,113,0\n"
~"1031,2786,2084,1,1824,-5840,-32528,49,0\n"
~"1032,2788,2086,1,1968,-6080,-32528,17,0\n"
~"1033,2790,2088,1,1920,-5984,-32528,81,0\n"
~"1034,2792,2090,1,1760,-5840,-32528,145,0\n"
~"1035,2794,2092,1,3872,-4416,-32528,209,0\n"
~"1036,2796,2094,1,23824,11792,-32528,49,0\n"
~"1037,2798,2096,1,23440,12832,-32528,113,0\n"
~"1038,2800,2098,1,23136,13008,-32528,177,0\n"
~"1039,2802,2100,1,23200,13024,-32528,241,0\n"
~"1040,2804,2102,1,18896,10464,-32528,49,0\n"
~"1041,2806,2104,1,-3056,-7456,-32528,113,0\n"
~"1042,2808,2106,1,-3120,-7296,-32528,177,0\n"
~"1043,2810,2108,1,-2832,-7312,-32528,241,0\n"
~"1044,2812,2110,1,-3008,-7296,-32528,49,0\n"
~"1045,2814,2112,1,-3040,-7440,-32528,113,0\n"
~"1046,2816,2114,1,-3168,-7520,-32528,177,0\n"
~"1047,2818,2116,1,-3216,-7376,-32528,241,0\n"
~"1048,2820,2118,1,-3136,-7472,-32528,49,0\n"
~"1049,2822,2120,1,-3040,-7424,-32528,113,0\n"
~"1050,2824,2122,1,-3040,-7360,-32528,177,0\n"
~"1051,2826,2124,1,-3088,-7520,-32528,241,0\n"
~"1052,2828,2126,1,-3088,-7456,-32528,49,0\n"
~"1053,2830,2128,1,-3136,-7456,-32528,113,0\n"
~"1054,2832,2130,1,-3056,-7520,-32528,209,0\n"
~"1055,2834,2132,1,-3056,-7536,-32528,17,0\n"
~"1056,2836,2134,1,-144,-6384,-32528,177,0\n"
~"1057,2838,2136,1,20496,10368,-32528,145,0\n"
~"1058,2840,2138,1,23216,12704,-32528,209,0\n"
~"1059,2842,2140,1,23296,12656,-32528,17,0\n"
~"1060,2844,2142,1,23136,12608,-32528,113,0\n"
~"1061,2846,2144,1,-2496,-7312,-32528,177,0\n"
~"1062,2848,2146,1,-3456,-7920,-32528,241,0\n"
~"1063,2850,2148,1,-3408,-7968,-32528,49,0\n"
~"1064,2852,2150,1,-3488,-8048,-32528,113,0\n"
~"1065,2854,2152,1,-3408,-7888,-32528,177,0\n"
~"1066,2856,2154,1,-3456,-7920,-32528,241,0\n"
~"1067,2858,2156,1,-3424,-7968,-32528,81,0\n"
~"1068,2860,2158,1,-3328,-7936,-32528,145,0\n"
~"1069,2863,2161,1,-3424,-7872,-32528,241,0\n"
~"1070,2865,2163,1,-3328,-7856,-32528,49,0\n"
~"1071,2867,2165,1,-3456,-8000,-32528,113,0\n"
~"1072,2869,2167,1,-3488,-7856,-32528,177,0\n"
~"1073,2871,2169,1,-3376,-7872,-32528,241,0\n"
~"1074,2873,2171,1,-3504,-7888,-32528,81,0\n"
~"1075,2875,2173,1,-3392,-8032,-32528,145,0\n"
~"1076,2877,2175,1,11216,3808,-32528,209,0\n"
~"1077,2879,2177,1,22848,12336,-32528,17,0\n"
~"1078,2881,2179,1,22912,12864,-32528,81,0\n"
~"1079,2883,2181,1,22624,12960,-32528,145,0\n"
~"1080,2885,2183,1,22480,12640,-32528,209,0\n"
~"1081,2887,2185,1,9136,6240,-32528,113,0\n"
~"1082,2889,2187,1,-752,-4992,-32528,81,0\n"
~"1083,2891,2189,1,-944,-5024,-32528,145,0\n"
~"1084,2893,2191,1,-912,-5024,-32528,209,0\n"
~"1085,2895,2193,1,-992,-5104,-32528,17,0\n"
~"1086,2897,2195,1,-896,-4976,-32528,81,0\n"
~"1087,2899,2197,1,-848,-5152,-32528,145,0\n"
~"1088,2901,2199,1,-960,-5056,-32528,209,0\n"
~"1089,2903,2201,1,-1088,-5024,-32528,241,0\n"
~"1090,2905,2203,1,-896,-4992,-32528,49,0\n"
~"1091,2907,2205,1,-912,-5072,-32528,113,0\n"
~"1092,2909,2207,1,-976,-5072,-32528,177,0\n"
~"1093,2911,2209,1,-784,-4976,-32528,241,0\n"
~"1094,2913,2211,1,-1088,-5168,-32528,49,0\n"
~"1095,2915,2213,1,6608,3232,-32528,113,0\n"
~"1096,2917,2215,1,18288,15792,-32528,209,0\n"
~"1097,2919,2217,1,18208,16032,-32528,17,0\n"
~"1098,2921,2219,1,18128,15984,-32528,81,0\n"
~"1099,2923,2221,1,18256,15712,-32528,145,0\n"
~"1100,2925,2223,1,18304,15936,-32528,209,0\n"
~"1101,2927,2225,1,-624,-4320,-32528,17,0\n"
~"1102,2929,2227,1,-672,-4384,-32528,81,0\n"
~"1103,2931,2229,1,-560,-4384,-32528,177,0\n"
~"1104,2933,2231,1,-496,-4432,-32528,17,0\n"
~"1105,2935,2233,1,-592,-4448,-32528,81,0\n"
~"1106,2937,2235,1,-560,-4304,-32528,241,0\n"
~"1107,2939,2237,1,-528,-4304,-32528,209,0\n"
~"1108,2941,2239,1,-800,-4688,-32528,17,0\n"
~"1109,2943,2241,1,-592,-4336,-32528,81,0\n"
~"1110,2945,2243,1,-576,-4304,-32528,177,0\n"
~"1111,2947,2245,1,-528,-4400,-32528,241,0\n"
~"1112,2949,2247,1,-480,-4384,-32528,49,0\n"
~"1113,2951,2249,1,2480,-128,-32528,113,0\n"
~"1114,2953,2251,1,18480,15520,-32528,177,0\n"
~"1115,2955,2253,1,18496,15600,-32528,241,0\n"
~"1116,2957,2255,1,18576,15744,-32528,81,0\n"
~"1117,2959,2257,1,18560,15520,-32528,145,0\n"
~"1118,2961,2259,1,17200,14720,-32528,209,0\n"
~"1119,2964,2262,1,-2272,-6976,-32528,49,0\n"
~"1120,2966,2264,1,-2032,-6848,-32528,113,0\n"
~"1121,2968,2266,1,-2304,-6880,-32528,177,0\n"
~"1122,2970,2268,1,-2160,-6976,-32528,17,0\n"
~"1123,2972,2270,1,-2128,-6672,-32528,81,0\n"
~"1124,2974,2272,1,-2304,-6832,-32528,145,0\n"
~"1125,2976,2274,1,-2240,-7008,-32528,209,0\n"
~"1126,2978,2276,1,-2192,-6944,-32528,17,0\n"
~"1127,2980,2278,1,-2176,-6832,-32528,81,0\n"
~"1128,2982,2280,1,-2320,-7088,-32528,177,0\n"
~"1129,2984,2282,1,-2176,-6880,-32528,241,0\n"
~"1130,2986,2284,1,-2048,-6752,-32528,49,0\n"
~"1131,2988,2286,1,-2208,-6848,-32528,209,0\n"
~"1132,2990,2288,1,-2080,-6848,-32528,177,0\n"
~"1133,2992,2290,1,-384,-5536,-32528,241,0\n"
~"1134,2994,2292,1,14640,7840,-32528,49,0\n"
~"1135,2996,2294,1,20704,14208,-32528,145,0\n"
~"1136,2998,2296,1,20816,14352,-32528,209,0\n"
~"1137,3000,2298,1,20736,13920,-32528,17,0\n"
~"1138,3002,2300,1,20048,13584,-32528,81,0\n"
~"1139,3004,2302,1,-2352,-6992,-32528,145,0\n"
~"1140,3006,2304,1,-2288,-7136,-32528,209,0\n"
~"1141,3008,2306,1,-2144,-7072,-32528,17,0\n"
~"1142,3010,2308,1,-2272,-6752,-32528,81,0\n"
~"1143,3012,2310,1,-2400,-6976,-32528,177,0\n"
~"1144,3014,2312,1,-2160,-6928,-32528,241,0\n"
~"1145,3016,2314,1,-2400,-7024,-32528,49,0\n"
~"1146,3018,2316,1,-2144,-6864,-32528,113,0\n"
~"1147,3020,2318,1,-2256,-6896,-32528,177,0\n"
~"1148,3022,2320,1,-2240,-6976,-32528,241,0\n"
~"1149,3024,2322,1,-2352,-7184,-32528,49,0\n"
~"1150,3026,2324,1,-2304,-6912,-32528,145,0\n"
~"1151,3028,2326,1,-2272,-6880,-32576,209,0\n"
~"1152,3030,2328,1,-2368,-6832,-32528,17,0\n"
~"1153,3032,2330,1,-1936,-6528,-32528,81,0\n"
~"1154,3034,2332,1,10256,9760,-32528,145,0\n"
~"1155,3036,2334,1,17216,16448,-32528,209,0\n"
~"1156,3038,2336,1,18032,16080,-32528,113,0\n"
~"1157,3040,2338,1,18928,15104,-32528,81,0\n"
~"1158,3042,2340,1,19072,15296,-32528,145,0\n"
~"1159,3044,2342,1,-3280,-8352,-32528,209,0\n"
~"1160,3046,2344,1,-2912,-8032,-32528,17,0\n"
~"1161,3048,2346,1,-3152,-7968,-32528,81,0\n"
~"1162,3050,2348,1,-3152,-8000,-32528,145,0\n"
~"1163,3052,2350,1,-3056,-8064,-32528,241,0\n"
~"1164,3054,2352,1,-3184,-8272,-32528,49,0\n"
~"1165,3056,2354,1,-3072,-8080,-32528,113,0\n"
~"1166,3058,2356,1,-3088,-8224,-32528,177,0\n"
~"1167,3060,2358,1,-2976,-8000,-32528,241,0\n"
~"1168,3062,2360,1,-3200,-8272,-32528,49,0\n"
~"1169,3065,2363,1,-2976,-8208,-32528,177,0\n"
~"1170,3067,2365,1,-3152,-8160,-32528,241,0\n"
~"1171,3069,2367,1,-2992,-8048,-32528,49,0\n"
~"1172,3071,2369,1,14624,-21232,-32528,113,0\n"
~"1173,3073,2371,1,18496,-24400,-32528,177,0\n"
~"1174,3075,2373,1,18688,-24672,-32528,241,0\n"
~"1175,3077,2375,1,18640,-24448,-32528,49,0\n"
~"1176,3079,2377,1,16256,-21712,-32528,145,0\n"
~"1177,3081,2379,1,1600,-6416,-32528,209,0\n"
~"1178,3083,2381,1,1616,-6416,-32528,17,0\n"
~"1179,3085,2383,1,1536,-6416,-32528,81,0\n"
~"1180,3087,2385,1,1504,-6496,-32528,145,0\n"
~"1181,3089,2387,1,1568,-6272,-32528,49,0\n"
~"1182,3091,2389,1,1456,-6368,-32528,17,0\n"
~"1183,3093,2391,1,1536,-6256,-32528,113,0\n"
~"1184,3095,2393,1,1456,-6368,-32576,177,0\n"
~"1185,3097,2395,1,1504,-6512,-32528,241,0\n"
~"1186,3099,2397,1,1536,-6400,-32528,49,0\n"
~"1187,3101,2399,1,1568,-6256,-32528,113,0\n"
~"1188,3103,2401,1,13392,-21328,-32528,177,0\n"
~"1189,3105,2403,1,17568,-25200,-32528,17,0\n"
~"1190,3107,2405,1,17760,-25152,-32528,81,0\n"
~"1191,3109,2407,1,17728,-25120,-32528,145,0\n"
~"1192,3111,2409,1,17744,-25120,-32528,209,0\n"
~"1193,3113,2411,1,16144,-22544,-32528,17,0\n"
~"1194,3115,2413,1,2064,-5744,-32528,81,0\n"
~"1195,3117,2415,1,1984,-5776,-32528,145,0\n"
~"1196,3119,2417,1,2000,-5888,-32528,241,0\n"
~"1197,3121,2419,1,1920,-5952,-32528,49,0\n"
~"1198,3123,2421,1,2080,-5872,-32528,113,0\n"
~"1199,3125,2423,1,2016,-5872,-32528,177,0\n"
~"1200,3127,2425,1,2032,-6144,-32528,241,0\n"
~"1201,3129,2427,1,2016,-5808,-32528,49,0\n"
~"1202,3131,2429,1,1904,-5904,-32528,145,0\n"
~"1203,3133,2431,1,1888,-5856,-32528,209,0\n"
~"1204,3135,2433,1,1920,-5936,-32528,17,0\n"
~"1205,3137,2435,1,2096,-5872,-32528,81,0\n"
~"1206,3139,2437,1,4864,-9760,-32528,241,0\n"
~"1207,3141,2439,1,12576,-17088,-32528,209,0\n"
~"1208,3143,2441,1,19088,-23584,-32528,17,0\n"
~"1209,3145,2443,1,19008,-23520,-32528,81,0\n"
~"1210,3147,2445,1,19072,-23392,-32528,145,0\n"
~"1211,3149,2447,1,18912,-23264,-32528,209,0\n"
~"1212,3151,2449,1,2512,-7584,-32528,17,0\n"
~"1213,3153,2451,1,1312,-6256,-32528,81,0\n"
~"1214,3155,2453,1,1568,-6064,-32528,145,0\n"
~"1215,3157,2455,1,1424,-6160,-32528,209,0\n"
~"1216,3159,2457,1,1632,-6176,-32528,17,0\n"
~"1217,3161,2459,1,1328,-6032,-32528,81,0\n"
~"1218,3163,2461,1,1600,-6208,-32528,145,0\n"
~"1219,3166,2464,1,1488,-6176,-32528,241,0\n"
~"1220,3168,2466,1,1456,-6080,-32528,49,0\n"
~"1221,3170,2468,1,1392,-6192,-32528,113,0\n"
~"1222,3172,2470,1,1632,-6176,-32528,177,0\n"
~"1223,3174,2472,1,3904,-9264,-32528,241,0\n"
~"1224,3176,2474,1,16592,-24848,-32528,49,0\n"
~"1225,3178,2476,1,16720,-24832,-32528,113,0\n"
~"1226,3180,2478,1,17408,-24576,-32528,209,0\n"
~"1227,3182,2480,1,18432,-23360,-32528,17,0\n"
~"1228,3184,2482,1,18608,-23168,-32528,81,0\n"
~"1229,3186,2484,1,18416,-22992,-32576,145,0\n"
~"1230,3188,2486,1,2832,-6608,-32528,209,0\n"
~"1231,3190,2488,1,2816,-6560,-32528,113,0\n"
~"1232,3192,2490,1,2976,-6736,-32528,81,0\n"
~"1233,3194,2492,1,2992,-6544,-32528,145,0\n"
~"1234,3196,2494,1,2848,-6544,-32528,209,0\n"
~"1235,3198,2496,1,2752,-6720,-32528,17,0\n"
~"1236,3200,2498,1,2848,-6800,-32528,81,0\n"
~"1237,3202,2500,1,2912,-6848,-32528,145,0\n"
~"1238,3204,2502,1,2752,-6736,-32528,209,0\n"
~"1239,3206,2504,1,2768,-6608,-32528,49,0\n"
~"1240,3208,2506,1,2672,-6768,-32528,113,0\n"
~"1241,3210,2508,1,2848,-6848,-32528,177,0\n"
~"1242,3212,2510,1,10560,-13792,-32528,241,0\n"
~"1243,3214,2512,1,21536,-19120,-32528,49,0\n"
~"1244,3216,2514,1,21664,-19184,-32528,113,0\n"
~"1245,3218,2516,1,21744,-18880,-32528,177,0\n"
~"1246,3220,2518,1,21744,-18672,-32528,17,0\n"
~"1247,3222,2520,1,21792,-18432,-32528,81,0\n"
~"1248,3224,2522,1,2640,-6832,-32528,145,0\n"
~"1249,3226,2524,1,2224,-6704,-32528,209,0\n"
~"1250,3228,2526,1,2400,-6608,-32528,17,0\n"
~"1251,3230,2528,1,2352,-6720,-32528,81,0\n"
~"1252,3232,2530,1,2384,-6704,-32528,145,0\n"
~"1253,3234,2532,1,2240,-6704,-32528,209,0\n"
~"1254,3236,2534,1,2384,-6688,-32528,49,0\n"
~"1255,3238,2536,1,2384,-6912,-32528,145,0\n"
~"1256,3240,2538,1,2224,-6656,-32528,81,0\n"
~"1257,3242,2540,1,2384,-6672,-32528,49,0\n"
~"1258,3244,2542,1,2304,-6656,-32528,113,0\n"
~"1259,3246,2544,1,2464,-6624,-32528,177,0\n"
~"1260,3248,2546,1,2272,-6688,-32528,241,0\n"
~"1261,3250,2548,1,2272,-6832,-32528,49,0\n"
~"1262,3252,2550,1,7568,-9904,-32528,145,0\n"
~"1263,3254,2552,1,23712,-15536,-32528,209,0\n"
~"1264,3256,2554,1,23728,-15824,-32528,17,0\n"
~"1265,3258,2556,1,23952,-15664,-32528,81,0\n"
~"1266,3260,2558,1,24064,-15472,-32528,145,0\n"
~"1267,3262,2560,1,23760,-15648,-32528,209,0\n"
~"1268,3264,2562,1,16528,-11744,-32528,17,0\n"
~"1269,3267,2565,1,1952,-5712,-32528,113,0\n"
~"1270,3269,2567,1,1920,-5600,-32528,177,0\n"
~"1271,3271,2569,1,1984,-5728,-32528,241,0\n"
~"1272,3273,2571,1,1984,-5760,-32528,49,0\n"
~"1273,3275,2573,1,2000,-5632,-32528,113,0\n"
~"1274,3277,2575,1,2032,-5744,-32528,177,0\n"
~"1275,3279,2577,1,1872,-5664,-32528,241,0\n"
~"1276,3281,2579,1,1856,-5712,-32528,81,0\n"
~"1277,3283,2581,1,1952,-5552,-32528,145,0\n"
~"1278,3285,2583,1,2096,-5856,-32528,209,0\n"
~"1279,3287,2585,1,1984,-5488,-32528,17,0\n"
~"1280,3289,2587,1,1904,-5632,-32528,81,0\n"
~"1281,3291,2589,1,1936,-5632,-32528,241,0\n"
~"1282,3293,2591,1,1952,-5616,-32528,209,0\n"
~"1283,3295,2593,1,3472,-4704,-32528,49,0\n"
~"1284,3297,2595,1,18528,12304,-32528,145,0\n"
~"1285,3299,2597,1,19088,14512,-32528,209,0\n"
~"1286,3301,2599,1,17392,15760,-32528,17,0\n"
~"1287,3303,2601,1,17392,15664,-32528,81,0\n"
~"1288,3305,2603,1,-2560,-6032,-32528,145,0\n"
~"1289,3307,2605,1,-2688,-6032,-32528,209,0\n"
~"1290,3309,2607,1,-2704,-6224,-32528,49,0\n"
~"1291,3311,2609,1,-2704,-6032,-32528,113,0\n"
~"1292,3313,2611,1,-2592,-5888,-32528,177,0\n"
~"1293,3315,2613,1,-2640,-6128,-32528,241,0\n"
~"1294,3317,2615,1,-2672,-6080,-32528,49,0\n"
~"1295,3319,2617,1,-2608,-6048,-32528,113,0\n"
~"1296,3321,2619,1,-2512,-5984,-32528,177,0\n"
~"1297,3323,2621,1,-2688,-6144,-32528,241,0\n"
~"1298,3325,2623,1,-2560,-6208,-32528,49,0\n"
~"1299,3327,2625,1,-2672,-6144,-32528,113,0\n"
~"1300,3329,2627,1,-2528,-6016,-32528,177,0\n"
~"1301,3331,2629,1,-2640,-6288,-32528,17,0\n"
~"1302,3333,2631,1,4912,4576,-32528,113,0\n"
~"1303,3335,2633,1,14688,17168,-32528,177,0\n"
~"1304,3337,2635,1,14640,17168,-32528,241,0\n"
~"1305,3339,2637,1,14944,17152,-32528,49,0\n"
~"1306,3341,2639,1,1744,-304,-32528,209,0\n"
~"1307,3343,2641,1,-2304,-6400,-32528,177,0\n"
~"1308,3345,2643,1,-2416,-6464,-32528,17,0\n"
~"1309,3347,2645,1,-2416,-6416,-32528,81,0\n"
~"1310,3349,2647,1,-2352,-6432,-32528,145,0\n"
~"1311,3351,2649,1,-2416,-6384,-32528,209,0\n"
~"1312,3353,2651,1,-2384,-6448,-32528,17,0\n"
~"1313,3355,2653,1,-2464,-6384,-32528,81,0\n"
~"1314,3357,2655,1,-2320,-6480,-32528,145,0\n"
~"1315,3359,2657,1,-2368,-6352,-32528,241,0\n"
~"1316,3361,2659,1,-2400,-6416,-32528,49,0\n"
~"1317,3363,2661,1,-2336,-6480,-32528,113,0\n"
~"1318,3365,2663,1,-2240,-6304,-32528,177,0\n"
~"1319,3368,2666,1,-9728,10848,-32528,17,0\n"
~"1320,3370,2668,1,-11744,14928,-32528,81,0\n"
~"1321,3372,2670,1,-11632,15136,-32528,145,0\n"
~"1322,3374,2672,1,-11504,15008,-32528,209,0\n"
~"1323,3376,2674,1,-1456,-4256,-32528,17,0\n"
~"1324,3378,2676,1,-1392,-4144,-32528,81,0\n"
~"1325,3380,2678,1,-1440,-4320,-32528,145,0\n"
~"1326,3382,2680,1,-1584,-4368,-32528,209,0\n"
~"1327,3384,2682,1,-1536,-4304,-32528,49,0\n"
~"1328,3386,2684,1,-1488,-4336,-32528,113,0\n"
~"1329,3388,2686,1,-1408,-4224,-32528,177,0\n"
~"1330,3390,2688,1,-1568,-4416,-32528,241,0\n"
~"1331,3392,2690,1,-1312,-4224,-32528,145,0\n"
~"1332,3394,2692,1,-1376,-4240,-32528,113,0\n"
~"1333,3396,2694,1,-1616,-4464,-32528,177,0\n"
~"1334,3398,2696,1,-1600,-4320,-32528,241,0\n"
~"1335,3400,2698,1,-4864,928,-32528,49,0\n"
~"1336,3402,2700,1,-12944,13984,-32528,113,0\n"
~"1337,3404,2702,1,-13152,14176,-32528,177,0\n"
~"1338,3406,2704,1,-13088,13984,-32528,241,0\n"
~"1339,3408,2706,1,-4880,624,-32528,49,0\n"
~"1340,3410,2708,1,-1984,-3696,-32528,113,0\n"
~"1341,3412,2710,1,-1808,-3680,-32528,177,0\n"
~"1342,3414,2712,1,-1856,-3520,-32528,241,0\n"
~"1343,3416,2714,1,-1984,-3520,-32528,49,0\n"
~"1344,3418,2716,1,-1840,-3712,-32528,113,0\n"
~"1345,3420,2718,1,-1792,-3776,-32528,209,0\n"
~"1346,3422,2720,1,-1952,-3824,-32528,17,0\n"
~"1347,3424,2722,1,-1952,-3760,-32528,81,0\n"
~"1348,3426,2724,1,-1952,-3648,-32528,145,0\n"
~"1349,3428,2726,1,-1856,-3776,-32528,209,0\n"
~"1350,3430,2728,1,-1888,-3696,-32528,17,0\n"
~"1351,3432,2730,1,-1808,-3696,-32528,113,0\n"
~"1352,3434,2732,1,-5392,3408,-32528,177,0\n"
~"1353,3436,2734,1,-10352,15712,-32528,241,0\n"
~"1354,3438,2736,1,-10304,15712,-32528,49,0\n"
~"1355,3440,2738,1,-10448,15808,-32528,113,0\n"
~"1356,3442,2740,1,-5104,2752,-32528,17,0\n"
~"1357,3444,2742,1,-1760,-4224,-32528,209,0\n"
~"1358,3446,2744,1,-1840,-4320,-32528,17,0\n"
~"1359,3448,2746,1,-1696,-4368,-32528,81,0\n"
~"1360,3450,2748,1,-1664,-4224,-32528,145,0\n"
~"1361,3452,2750,1,-1680,-4224,-32528,209,0\n"
~"1362,3454,2752,1,-1776,-4192,-32528,17,0\n"
~"1363,3456,2754,1,-1712,-4336,-32528,81,0\n"
~"1364,3458,2756,1,-1664,-4272,-32528,145,0\n"
~"1365,3460,2758,1,-1776,-4128,-32528,209,0\n"
~"1366,3462,2760,1,-1632,-4288,-32528,17,0\n"
~"1367,3464,2762,1,-1616,-4384,-32528,81,0\n"
~"1368,3466,2764,1,-1760,-4048,-32528,177,0\n"
~"1369,3469,2767,1,-10720,15424,-32528,17,0\n"
~"1370,3471,2769,1,-10832,15632,-32528,81,0\n"
~"1371,3473,2771,1,-10736,15344,-32528,145,0\n"
~"1372,3475,2773,1,-8848,11024,-32528,209,0\n"
~"1373,3477,2775,1,-1536,-4208,-32528,49,0\n"
~"1374,3479,2777,1,-1344,-4240,-32528,113,0\n"
~"1375,3481,2779,1,-1408,-4208,-32528,177,0\n"
~"1376,3483,2781,1,-1312,-4256,-32528,241,0\n"
~"1377,3485,2783,1,-1312,-4272,-32528,49,0\n"
~"1378,3487,2785,1,-1328,-4352,-32528,113,0\n"
~"1379,3489,2787,1,-1472,-4192,-32528,209,0\n"
