=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,sensor_config2,conv_status,read_status\n"
~"262,1103,525,2,-32368,-16096,-32400,0x0,49,0\n"
~"263,1105,527,2,-32368,-16016,-32400,0x0,113,0\n"
~"264,1107,529,2,-32368,-12128,-32400,0x0,177,0\n"
~"265,1109,531,2,-32368,-8016,-32400,0x0,209,0\n"
~"266,1111,533,2,-32368,-7104,-32400,0x0,17,0\n"
~"267,1113,535,2,-32368,-7184,-32400,0x0,81,0\n"
~"268,1115,537,2,-32368,-7104,-32400,0x0,113,0\n"
~"269,1117,539,2,-32368,-9536,-32400,0x0,177,0\n"
~"270,1119,541,2,-32368,-22272,-32400,0x0,241,0\n"
~"271,1121,543,2,-27520,-28720,-32400,0x0,49,0\n"
~"272,1123,545,2,-24176,-31200,-32400,0x0,113,0\n"
~"273,1125,547,2,-19216,-32336,-32400,0x0,209,0\n"
~"274,1127,549,2,-14496,-32336,-32400,0x0,241,0\n"
~"275,1129,551,2,-8624,-32336,-32400,0x0,17,0\n"
~"276,1131,553,2,-3728,-31360,-32400,0x0,49,0\n"
~"277,1133,555,2,-288,-29344,-32400,0x0,113,0\n"
~"278,1135,557,2,6000,-23872,-32400,0x0,177,0\n"
~"279,1137,559,2,10144,-16960,-32400,0x0,209,0\n"
~"280,1139,561,2,11088,-12080,-32400,0x0,17,0\n"
~"281,1141,563,2,11536,-9600,-32400,0x0,81,0\n"
~"282,1143,565,2,11984,-7120,-32400,0x0,113,0\n"
~"283,1145,567,2,11888,-4992,-32400,0x0,177,0\n"
~"284,1147,569,2,10816,128,-32400,0x0,241,0\n"
~"285,1149,571,2,7792,5632,-32400,0x0,49,0\n"
~"286,1151,573,2,4848,8624,-32400,0x0,113,0\n"
~"287,1153,575,2,1616,10704,-32400,0x0,177,0\n"
~"288,1155,577,2,-2832,12464,-32400,0x0,241,0\n"
~"289,1157,579,2,-8400,13184,-32400,0x0,49,0\n"
~"290,1159,581,2,-13600,12880,-32400,0x0,81,0\n"
~"291,1161,583,2,-16848,12256,-32400,0x0,145,0\n"
~"292,1163,585,2,-21248,10672,-32400,0x0,209,0\n"
~"293,1165,587,2,-24864,8320,-32400,0x0,17,0\n"
~"294,1167,589,2,-29424,4416,-32400,0x0,81,0\n"
~"295,1169,591,2,-32368,-608,-32400,0x0,113,0\n"
~"296,1171,593,2,-32368,-4864,-32400,0x0,177,0\n"
~"297,1173,595,2,-32368,-8144,-32400,0x0,241,0\n"
~"298,1175,597,2,-32368,-10752,-32400,0x0,81,0\n"
~"299,1177,599,2,-32368,-15168,-32400,0x0,113,0\n"
~"300,1179,601,2,-32368,-23600,-32400,0x0,145,0\n"
~"301,1181,603,2,-30976,-26112,-32400,0x0,209,0\n"
~"302,1183,605,2,-29680,-27472,-32400,0x0,17,0\n"
~"303,1185,607,2,-27184,-29568,-32400,0x0,49,0\n"
~"304,1187,609,2,-18704,-32336,-32400,0x0,113,0\n"
~"305,1189,611,2,-6960,-32016,-32400,0x0,177,0\n"
~"306,1191,613,2,-1344,-29824,-32400,0x0,209,0\n"
