=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,sensor_config2,conv_status,read_status\n"
~"412,1403,825,2,-31216,-24864,-32400,0x0,209,0\n"
~"413,1405,827,2,-32368,-17072,-32400,0x0,17,0\n"
~"414,1407,829,2,-32368,-11424,-32400,0x0,49,0\n"
~"415,1409,831,2,-32368,-7168,-32400,0x0,113,0\n"
~"416,1411,833,2,-32368,-5312,-32400,0x0,177,0\n"
~"417,1413,835,2,-32368,-4112,-32400,0x0,209,0\n"
~"418,1415,837,2,-32368,-3840,-32400,0x0,17,0\n"
~"419,1417,839,2,-32368,-3520,-32400,0x0,81,0\n"
~"420,1419,841,2,-32368,-1744,-32400,0x0,113,0\n"
~"421,1421,843,2,-32368,480,-32368,0x0,177,0\n"
~"422,1423,845,2,-28736,5152,-32400,0x0,241,0\n"
~"423,1425,847,2,-24160,8784,-32400,0x0,81,0\n"
~"424,1427,849,2,-20720,10640,-32400,0x0,81,0\n"
~"425,1429,851,2,-17312,11920,-32400,0x0,113,0\n"
~"426,1431,853,2,-12064,12640,-32400,0x0,177,0\n"
~"427,1433,855,2,-7872,12352,-32400,0x0,241,0\n"
~"428,1435,857,2,-4688,11936,-32400,0x0,49,0\n"
~"429,1437,859,2,-2320,11408,-32400,0x0,113,0\n"
~"430,1439,861,2,-736,10896,-32400,0x0,177,0\n"
~"431,1441,863,2,880,10320,-32400,0x0,209,0\n"
~"432,1443,865,2,4720,7952,-32400,0x0,17,0\n"
~"433,1445,867,2,8496,4080,-32400,0x0,81,0\n"
~"434,1447,869,2,11136,-1856,-32400,0x0,113,0\n"
~"435,1449,871,2,11920,-5664,-32400,0x0,177,0\n"
~"436,1451,873,2,12032,-8400,-32400,0x0,241,0\n"
~"437,1453,875,2,12016,-10096,-32400,0x0,49,0\n"
~"438,1455,877,2,11456,-13264,-32400,0x0,113,0\n"
~"439,1457,879,2,9904,-18912,-32400,0x0,177,0\n"
~"440,1459,881,2,7936,-22608,-32400,0x0,209,0\n"
~"441,1461,883,2,5504,-25696,-32400,0x0,17,0\n"
~"442,1463,885,2,5008,-25904,-32400,0x0,81,0\n"
~"443,1465,887,2,3152,-27360,-32400,0x0,113,0\n"
~"444,1467,889,2,1584,-28208,-32400,0x0,177,0\n"
~"445,1469,891,2,-2656,-30704,-32400,0x0,241,0\n"
~"446,1471,893,2,-7840,-32176,-32400,0x0,49,0\n"
~"447,1473,895,2,-12480,-32336,-32400,0x0,113,0\n"
~"448,1475,897,2,-16272,-32336,-32400,0x0,209,0\n"
~"449,1477,899,2,-23024,-31424,-32400,0x0,241,0\n"
~"450,1479,901,2,-31792,-24832,-32400,0x0,17,0\n"
~"451,1481,903,2,-32368,-17504,-32400,0x0,81,0\n"
~"452,1483,905,2,-32368,-12352,-32400,0x0,113,0\n"
~"453,1485,907,2,-32368,-6544,-32400,0x0,177,0\n"
~"454,1487,909,2,-32368,-1968,-32400,0x0,241,0\n"
~"455,1489,911,2,-32368,128,-32400,0x0,17,0\n"
~"456,1491,913,2,-31728,1568,-32400,0x0,81,0\n"
~"457,1493,915,2,-31760,1680,-32400,0x0,145,0\n"
~"458,1495,917,2,-31120,2384,-32400,0x0,177,0\n"
~"459,1497,919,2,-30000,3776,-32400,0x0,241,0\n"
~"460,1499,921,2,-27600,5968,-32400,0x0,49,0\n"
~"461,1501,923,2,-22896,8848,-32400,0x0,81,0\n"
~"462,1503,925,2,-15584,10080,-32400,0x0,145,0\n"
~"463,1505,927,2,-6288,10240,-32400,0x0,209,0\n"
~"464,1507,929,2,-1056,10432,-32400,0x0,241,0\n"
~"465,1509,931,2,144,10784,-32400,0x0,49,0\n"
~"466,1511,933,2,624,10704,-32400,0x0,113,0\n"
~"467,1513,935,2,880,10592,-32400,0x0,177,0\n"
~"468,1515,937,2,1968,10016,-32400,0x0,241,0\n"
~"469,1517,939,2,7824,5328,-32400,0x0,49,0\n"
~"470,1519,941,2,11808,-4000,-32400,0x0,81,0\n"
~"471,1521,943,2,10960,-15392,-32400,0x0,145,0\n"
~"472,1523,945,2,9136,-20384,-32400,0x0,209,0\n"
~"473,1525,947,2,6976,-22896,-32400,0x0,49,0\n"
~"474,1527,949,2,4864,-25600,-32400,0x0,81,0\n"
~"475,1529,951,2,3200,-26736,-32400,0x0,113,0\n"
~"476,1531,953,2,1504,-28128,-32400,0x0,177,0\n"
~"477,1533,955,2,272,-28960,-32400,0x0,241,0\n"
~"478,1535,957,2,-1184,-29504,-32400,0x0,49,0\n"
~"479,1537,959,2,-1888,-29952,-32400,0x0,81,0\n"
~"480,1539,961,2,-5344,-30128,-32400,0x0,145,0\n"
~"481,1541,963,2,-12288,-28768,-32400,0x0,209,0\n"
~"482,1543,965,2,-19472,-26544,-32400,0x0,241,0\n"
~"483,1545,967,2,-26240,-23856,-32400,0x0,49,0\n"
~"484,1547,969,2,-32128,-20256,-32400,0x0,113,0\n"
~"485,1549,971,2,-32368,-15504,-32400,0x0,145,0\n"
~"486,1551,973,2,-32368,-5744,-32400,0x0,209,0\n"
~"487,1553,975,2,-32368,-1296,-32400,0x0,17,0\n"
~"488,1555,977,2,-31184,2208,-32400,0x0,49,0\n"
~"489,1557,979,2,-29760,3808,-32400,0x0,81,0\n"
~"490,1559,981,2,-29360,4224,-32400,0x0,145,0\n"
~"491,1561,983,2,-28624,4848,-32400,0x0,209,0\n"
~"492,1563,985,2,-27856,5616,-32400,0x0,241,0\n"
~"493,1565,987,2,-26880,6320,-32400,0x0,49,0\n"
~"494,1567,989,2,-25600,6944,-32400,0x0,113,0\n"
~"495,1569,991,2,-23120,7744,-32400,0x0,145,0\n"
~"496,1571,993,2,-10256,7872,-32400,0x0,209,0\n"
~"497,1573,995,2,-480,6560,-32400,0x0,17,0\n"
~"498,1575,997,2,8096,5296,-32400,0x0,113,0\n"
~"499,1577,999,2,9104,3856,-32400,0x0,177,0\n"
~"500,1579,1001,2,10224,1408,-32400,0x0,209,0\n"
~"501,1581,1003,2,11184,-1824,-32400,0x0,241,0\n"
~"502,1583,1005,2,11680,-7232,-32400,0x0,49,0\n"
~"503,1585,1007,2,11296,-10144,-32400,0x0,113,0\n"
~"504,1587,1009,2,10912,-12560,-32400,0x0,145,0\n"
~"505,1589,1011,2,9200,-18624,-32400,0x0,209,0\n"
~"506,1591,1013,2,4688,-25616,-32400,0x0,17,0\n"
~"507,1593,1015,2,288,-29264,-32400,0x0,49,0\n"
~"508,1595,1017,2,-3408,-31552,-32400,0x0,113,0\n"
~"509,1597,1019,2,-6144,-32336,-32400,0x0,177,0\n"
~"510,1599,1021,2,-8656,-32336,-32400,0x0,241,0\n"
~"511,1601,1023,2,-16096,-32336,-32400,0x0,49,0\n"
