=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,sensor_config2,conv_status,read_status\n"
~"422,1421,853,4,-10416,-128,-32592,0x3,113,0\n"
~"423,1423,855,4,-9984,1312,-32592,0x3,177,0\n"
~"424,1425,857,4,-9472,2368,-32592,0x3,241,0\n"
~"425,1427,859,4,-8352,4272,-32592,0x3,17,0\n"
~"426,1429,861,4,-6896,5664,-32592,0x3,81,0\n"
~"427,1431,863,4,-5216,7056,-32592,0x3,145,0\n"
~"428,1433,865,4,-3888,7904,-32592,0x3,209,0\n"
~"429,1435,867,4,-2544,8480,-32592,0x3,17,0\n"
~"430,1437,869,4,-944,9040,-32592,0x3,49,0\n"
~"431,1439,871,4,736,9248,-32592,0x3,113,0\n"
~"432,1441,873,4,2416,9264,-32592,0x3,177,0\n"
~"433,1443,875,4,5360,8848,-32560,0x3,209,0\n"
~"434,1445,877,4,9008,7344,-32560,0x3,17,0\n"
~"435,1447,879,4,11296,5440,-32560,0x3,81,0\n"
~"436,1449,881,4,12912,2528,-32592,0x3,145,0\n"
~"437,1451,883,4,13280,1072,-32592,0x3,241,0\n"
~"438,1453,885,4,13456,512,-32592,0x3,17,0\n"
~"439,1455,887,4,13600,-800,-32592,0x3,81,0\n"
~"440,1457,889,4,13456,-3008,-32592,0x3,145,0\n"
~"441,1459,891,4,13056,-5200,-32592,0x3,177,0\n"
~"442,1461,893,4,12480,-6896,-32592,0x3,241,0\n"
~"443,1463,895,4,11936,-7728,-32592,0x3,49,0\n"
~"444,1465,897,4,11760,-8032,-32592,0x3,241,0\n"
~"445,1467,899,4,11712,-8208,-32592,0x3,145,0\n"
~"446,1469,901,4,11488,-8512,-32560,0x3,209,0\n"
~"447,1471,903,4,10848,-9200,-32592,0x3,241,0\n"
~"448,1473,905,4,8960,-11056,-32592,0x3,49,0\n"
~"449,1475,907,4,6160,-12672,-32592,0x3,113,0\n"
~"450,1477,909,4,2704,-13552,-32592,0x3,177,0\n"
~"451,1479,911,4,-1312,-13648,-32592,0x3,241,0\n"
~"452,1481,913,4,-5136,-12528,-32592,0x3,17,0\n"
~"453,1483,915,4,-8784,-9312,-32592,0x3,81,0\n"
~"454,1485,917,4,-10176,-6320,-32560,0x3,145,0\n"
~"455,1487,919,4,-10560,-2944,-32592,0x3,177,0\n"
~"456,1489,921,4,-10064,560,-32592,0x3,241,0\n"
~"457,1492,924,4,-8896,3136,-32592,0x3,145,0\n"
~"458,1494,926,4,-8096,4256,-32592,0x3,209,0\n"
~"459,1496,928,4,-7344,5040,-32592,0x3,17,0\n"
~"460,1498,930,4,-6768,5616,-32592,0x3,81,0\n"
~"461,1500,932,4,-6112,6224,-32592,0x3,145,0\n"
~"462,1502,934,4,-5376,6736,-32592,0x3,209,0\n"
~"463,1504,936,4,-4816,7184,-32592,0x3,17,0\n"
~"464,1506,938,4,-2768,8336,-32592,0x3,49,0\n"
~"465,1508,940,4,624,9216,-32592,0x3,113,0\n"
~"466,1510,942,4,4176,9168,-32592,0x3,177,0\n"
~"467,1512,944,4,7904,8240,-32560,0x3,241,0\n"
~"468,1514,946,4,9744,7152,-32592,0x3,49,0\n"
~"469,1516,948,4,11792,5296,-32592,0x3,17,0\n"
~"470,1518,950,4,12928,2816,-32592,0x3,177,0\n"
~"471,1520,952,4,13504,960,-32592,0x3,241,0\n"
~"472,1522,954,4,13568,-1008,-32592,0x3,49,0\n"
~"473,1524,956,4,13296,-3536,-32592,0x3,81,0\n"
~"474,1526,958,4,12912,-4688,-32592,0x3,177,0\n"
~"475,1528,960,4,12848,-5072,-32592,0x3,209,0\n"
~"476,1530,962,4,12688,-5296,-32592,0x3,241,0\n"
~"477,1532,964,4,12096,-6592,-32592,0x3,49,0\n"
~"478,1534,966,4,10144,-9344,-32592,0x3,113,0\n"
~"479,1536,968,4,5728,-12704,-32560,0x3,177,0\n"
~"480,1538,970,4,576,-14128,-32592,0x3,241,0\n"
~"481,1540,972,4,-2720,-13728,-32592,0x3,17,0\n"
~"482,1542,974,4,-5104,-12704,-32592,0x3,81,0\n"
~"483,1544,976,4,-7216,-11264,-32560,0x3,145,0\n"
~"484,1546,978,4,-8704,-9024,-32592,0x3,209,0\n"
~"485,1548,980,4,-9664,-6976,-32592,0x3,17,0\n"
~"486,1550,982,4,-10384,-5008,-32560,0x3,81,0\n"
~"487,1552,984,4,-10448,-2240,-32592,0x3,145,0\n"
~"488,1554,986,4,-10272,-240,-32592,0x3,209,0\n"
~"489,1556,988,4,-9680,1504,-32592,0x3,241,0\n"
~"490,1558,990,4,-9056,2720,-32560,0x3,49,0\n"
~"491,1560,992,4,-7952,4224,-32592,0x3,113,0\n"
~"492,1562,994,4,-7056,5280,-32592,0x3,145,0\n"
~"493,1564,996,4,-5504,6752,-32560,0x3,209,0\n"
~"494,1566,998,4,-464,9280,-32592,0x3,177,0\n"
~"495,1568,1000,4,2000,9472,-32592,0x3,113,0\n"
~"496,1570,1002,4,4400,9440,-32592,0x3,177,0\n"
~"497,1572,1004,4,7312,8800,-32592,0x3,209,0\n"
~"498,1574,1006,4,9328,7680,-32592,0x3,17,0\n"
~"499,1576,1008,4,10384,6832,-32592,0x3,113,0\n"
~"500,1578,1010,4,11120,6000,-32592,0x3,113,0\n"
~"501,1580,1012,4,12176,4432,-32592,0x3,177,0\n"
~"502,1582,1014,4,12960,2304,-32592,0x3,241,0\n"
~"503,1584,1016,4,13296,64,-32592,0x3,49,0\n"
~"504,1586,1018,4,13136,-2496,-32592,0x3,113,0\n"
~"505,1588,1020,4,12400,-5920,-32560,0x3,145,0\n"
~"506,1590,1022,4,11552,-7856,-32592,0x3,209,0\n"
~"507,1593,1025,4,10816,-8928,-32592,0x3,113,0\n"
~"508,1595,1027,4,9952,-10224,-32592,0x3,177,0\n"
~"509,1597,1029,4,8960,-11152,-32592,0x3,209,0\n"
~"510,1599,1031,4,7424,-12272,-32560,0x3,17,0\n"
~"511,1601,1033,4,3888,-13632,-32560,0x3,113,0\n"
