=cmd-param-changed,param="logging enabled",value="on"
~"index,tick,delta_tick,mode,x,y,z,sensor_config2,conv_status,read_status\n"
~"424,1260,858,3,-2576,-29856,-32592,0x1,209,0\n"
~"425,1262,860,3,-10960,-27200,-32560,0x1,17,0\n"
~"426,1264,862,3,-15680,-23120,-32592,0x1,81,0\n"
~"427,1266,864,3,-19360,-18720,-32560,0x1,145,0\n"
~"428,1268,866,3,-20992,-15456,-32592,0x1,209,0\n"
~"429,1270,868,3,-21840,-12496,-32592,0x1,17,0\n"
~"430,1272,870,3,-22304,-10320,-32560,0x1,81,0\n"
~"431,1274,872,3,-22448,-8528,-32560,0x1,145,0\n"
~"432,1276,874,3,-22576,-7312,-32560,0x1,241,0\n"
~"433,1278,876,3,-22480,-5632,-32592,0x1,17,0\n"
~"434,1280,878,3,-22320,-2592,-32560,0x1,81,0\n"
~"435,1282,880,3,-21840,-688,-32592,0x1,145,0\n"
~"436,1284,882,3,-21584,960,-32592,0x1,209,0\n"
~"437,1286,884,3,-20512,5104,-32560,0x1,17,0\n"
~"438,1288,886,3,-18368,8672,-32560,0x1,81,0\n"
~"439,1290,888,3,-15440,11968,-32560,0x1,145,0\n"
~"440,1292,890,3,-11984,14944,-32592,0x1,209,0\n"
~"441,1294,892,3,-9600,16208,-32560,0x1,17,0\n"
~"442,1296,894,3,-6368,18080,-32592,0x1,145,0\n"
~"443,1298,896,3,-2160,19312,-32560,0x1,177,0\n"
~"444,1300,898,3,-704,19648,-32560,0x1,241,0\n"
~"445,1302,900,3,2752,20032,-32592,0x1,49,0\n"
~"446,1304,902,3,7392,19984,-32592,0x1,113,0\n"
~"447,1306,904,3,10816,19376,-32560,0x1,177,0\n"
~"448,1308,906,3,15568,17952,-32560,0x1,241,0\n"
~"449,1310,908,3,17824,16928,-32592,0x1,49,0\n"
~"450,1312,910,3,20400,14944,-32560,0x1,113,0\n"
~"451,1314,912,3,21392,13888,-32560,0x1,177,0\n"
~"452,1316,914,3,23712,10976,-32592,0x1,241,0\n"
~"453,1318,916,3,26320,4528,-32592,0x1,49,0\n"
~"454,1320,918,3,27008,-4560,-32592,0x1,113,0\n"
~"455,1322,920,3,25776,-11760,-32560,0x1,177,0\n"
~"456,1324,922,3,23840,-16928,-32592,0x1,241,0\n"
~"457,1326,924,3,19968,-22256,-32592,0x1,81,0\n"
~"458,1328,926,3,18064,-23984,-32560,0x1,113,0\n"
~"459,1330,928,3,15872,-25824,-32592,0x1,177,0\n"
~"460,1332,930,3,14000,-27104,-32560,0x1,241,0\n"
~"461,1334,932,3,13680,-27408,-32592,0x1,49,0\n"
~"462,1336,934,3,13008,-27648,-32560,0x1,113,0\n"
~"463,1338,936,3,9392,-29120,-32560,0x1,177,0\n"
~"464,1340,938,3,6208,-30128,-32560,0x1,241,0\n"
~"465,1342,940,3,2192,-30480,-32592,0x1,49,0\n"
~"466,1344,942,3,-3072,-29808,-32592,0x1,113,0\n"
~"467,1347,945,3,-8848,-28144,-32592,0x1,17,0\n"
~"468,1349,947,3,-15152,-24064,-32592,0x1,17,0\n"
~"469,1351,949,3,-20064,-17456,-32592,0x1,145,0\n"
~"470,1353,951,3,-22016,-11328,-32592,0x1,209,0\n"
~"471,1355,953,3,-22832,-4880,-32592,0x1,49,0\n"
~"472,1357,955,3,-21840,1296,-32592,0x1,145,0\n"
~"473,1359,957,3,-20544,4864,-32560,0x1,241,0\n"
~"474,1361,959,3,-18880,7648,-32560,0x1,81,0\n"
~"475,1363,961,3,-17552,9536,-32560,0x1,177,0\n"
~"476,1365,963,3,-15888,11488,-32592,0x1,17,0\n"
~"477,1367,965,3,-13008,14064,-32592,0x1,81,0\n"
~"478,1369,967,3,-12320,14672,-32592,0x1,145,0\n"
~"479,1371,969,3,-10224,16048,-32592,0x1,209,0\n"
~"480,1373,971,3,-7568,17168,-32592,0x1,17,0\n"
~"481,1375,973,3,-5664,18224,-32592,0x1,81,0\n"
~"482,1377,975,3,-1728,19312,-32592,0x1,145,0\n"
~"483,1379,977,3,272,19664,-32592,0x1,241,0\n"
~"484,1381,979,3,5344,20096,-32560,0x1,17,0\n"
~"485,1383,981,3,11120,19360,-32560,0x1,81,0\n"
~"486,1385,983,3,17120,17008,-32560,0x1,145,0\n"
~"487,1387,985,3,20480,14768,-32592,0x1,209,0\n"
~"488,1389,987,3,21728,13424,-32560,0x1,17,0\n"
~"489,1391,989,3,24512,9424,-32560,0x1,81,0\n"
~"490,1393,991,3,26016,5600,-32560,0x1,145,0\n"
~"491,1395,993,3,27008,864,-32560,0x1,209,0\n"
~"492,1397,995,3,27232,-3936,-32592,0x1,81,0\n"
~"493,1399,997,3,26512,-9072,-32560,0x1,81,0\n"
~"494,1401,999,3,25696,-12848,-32592,0x1,177,0\n"
~"495,1403,1001,3,24448,-15952,-32560,0x1,209,0\n"
~"496,1405,1003,3,23440,-17520,-32560,0x1,17,0\n"
~"497,1407,1005,3,22640,-18976,-32592,0x1,81,0\n"
~"498,1409,1007,3,21552,-20352,-32592,0x1,145,0\n"
~"499,1411,1009,3,19152,-23008,-32592,0x1,209,0\n"
~"500,1413,1011,3,16560,-25200,-32560,0x1,17,0\n"
~"501,1415,1013,3,12160,-27984,-32592,0x1,81,0\n"
~"502,1417,1015,3,5552,-30016,-32560,0x1,145,0\n"
~"503,1419,1017,3,-208,-30304,-32592,0x1,209,0\n"
~"504,1421,1019,3,-8144,-28400,-32592,0x1,17,0\n"
~"505,1423,1021,3,-14080,-25120,-32560,0x1,81,0\n"
~"506,1425,1023,3,-18624,-19920,-32560,0x1,145,0\n"
~"507,1427,1025,3,-21008,-15408,-32592,0x1,209,0\n"
~"508,1429,1027,3,-22192,-10496,-32560,0x1,17,0\n"
~"509,1431,1029,3,-22688,-2656,-32592,0x1,81,0\n"
~"510,1433,1031,3,-20960,3936,-32592,0x1,145,0\n"
~"511,1435,1033,3,-18960,7456,-32560,0x1,209,0\n"
