Timestamp(ms),Current(uA),D0-D7
7576,23032.174,00000000
7577,18213.127,00000000
7578,20337.863,00000000
7579,24744.693,00000000
7580,22892.645,00000000
7581,18237.270,00000000
7582,20332.701,00000000
7583,24823.367,00000000
7584,22928.852,00000000
7585,18235.232,00000000
7586,20378.105,00000000
7587,24662.639,00000000
7588,22716.781,00000000
7589,18277.955,00000000
7590,20346.355,00000000
7591,24730.318,00000000
7592,22806.457,00000000
7593,18113.871,00000000
7594,20489.719,00000000
7595,24811.760,00000000
7596,22662.813,00000000
7597,18203.252,00000000
7598,20477.898,00000000
7599,24835.371,00000000
7600,22703.277,00000000
7601,18110.891,00000000
7602,20528.270,00000000
7603,24833.604,00000000
7604,22703.047,00000000
7605,18216.453,00000000
7606,20540.160,00000000
7607,24887.695,00000000
7608,22544.551,00000000
7609,18200.334,00000000
7610,20580.861,00000000
7611,24662.188,00000000
7612,22638.662,00000000
7613,18165.219,00000000
7614,20616.709,00000000
7615,24842.525,00000000
7616,22518.543,00000000
7617,18199.906,00000000
7618,20622.094,00000000
7619,24928.328,00000000
7620,22555.131,00000000
7621,18087.594,00000000
7622,20770.307,00000000
7623,24945.400,00000000
7624,22537.492,00000000
7625,18140.209,00000000
7626,20747.127,00000000
7627,24753.293,00000000
7628,22418.078,00000000
7629,18035.832,00000000
7630,20794.615,00000000
7631,24921.621,00000000
7632,22445.898,00000000
7633,18135.684,00000000
7634,20813.723,00000000
7635,24774.314,00000000
7636,22352.451,00000000
7637,17958.293,00000000
7638,20889.205,00000000
7639,24867.008,00000000
7640,22381.367,00000000
7641,18083.494,00000000
7642,20864.078,00000000
7643,24939.646,00000000
7644,22267.049,00000000
7645,18025.727,00000000
7646,20984.170,00000000
7647,24917.209,00000000
7648,22401.695,00000000
7649,18062.635,00000000
7650,20918.611,00000000
7651,24924.344,00000000
7652,22072.539,00000000
7653,18036.146,00000000
7654,20975.459,00000000
7655,24904.254,00000000
7656,22182.480,00000000
7657,17928.604,00000000
7658,21027.066,00000000
7659,24931.527,00000000
7660,22060.275,00000000
7661,18068.703,00000000
7662,21144.623,00000000
7663,25000.322,00000000
7664,22126.520,00000000
7665,17969.385,00000000
7666,21063.186,00000000
7667,24877.781,00000000
7668,21946.828,00000000
7669,18051.223,00000000
7670,21171.650,00000000
7671,24900.840,00000000
7672,21991.723,00000000
7673,17995.121,00000000
7674,21214.453,00000000
7675,24995.277,00000000
7676,22087.363,00000000
7677,18056.838,00000000
7678,21238.525,00000000
7679,24969.549,00000000
7680,21862.156,00000000
7681,18076.988,00000000
7682,21231.979,00000000
7683,24888.420,00000000
7684,21995.889,00000000
7685,17970.729,00000000
7686,21298.285,00000000
7687,24943.570,00000000
7688,21697.467,00000000
7689,17999.945,00000000
7690,21339.193,00000000
7691,25010.623,00000000
7692,21874.660,00000000
7693,17878.164,00000000
7694,21398.328,00000000
7695,25032.729,00000000
7696,21805.328,00000000
7697,18006.482,00000000
7698,21393.316,00000000
7699,24946.516,00000000
7700,21727.861,00000000
7701,18012.754,00000000
7702,21471.070,00000000
7703,25042.584,00000000
7704,21794.904,00000000
7705,17964.910,00000000
7706,21486.254,00000000
7707,24913.584,00000000
7708,21606.346,00000000
7709,18013.195,00000000
7710,21555.330,00000000
7711,24999.428,00000000
7712,21743.576,00000000
7713,17816.844,00000000
7714,21607.342,00000000
7715,25035.990,00000000
7716,21480.518,00000000
7717,18046.504,00000000
7718,21616.604,00000000
7719,24940.107,00000000
7720,21597.826,00000000
7721,18000.291,00000000
7722,21626.293,00000000
7723,24940.070,00000000
7724,21344.502,00000000
7725,17961.035,00000000
7726,21702.494,00000000
7727,25002.445,00000000
7728,21417.365,00000000
7729,18053.689,00000000
7730,21672.398,00000000
7731,24917.242,00000000
7732,21472.188,00000000
7733,18077.822,00000000
7734,21769.729,00000000
7735,24989.242,00000000
7736,21251.416,00000000
7737,18019.834,00000000
7738,21794.229,00000000
7739,24943.715,00000000
7740,21332.512,00000000
7741,18057.988,00000000
7742,21789.551,00000000
7743,25035.090,00000000
7744,21226.441,00000000
7745,17961.492,00000000
7746,21866.992,00000000
7747,24987.844,00000000
7748,21350.734,00000000
7749,18114.385,00000000
7750,21949.113,00000000
7751,24962.662,00000000
7752,21145.537,00000000
7753,17991.752,00000000
7754,21895.846,00000000
7755,24992.336,00000000
7756,21232.135,00000000
7757,18117.533,00000000
7758,21978.070,00000000
7759,24955.348,00000000
7760,21158.188,00000000
7761,18072.910,00000000
7762,22032.639,00000000
7763,24920.691,00000000
7764,21074.180,00000000
7765,18009.912,00000000
7766,22058.117,00000000
7767,24986.607,00000000
7768,21182.730,00000000
7769,18098.854,00000000
7770,22106.096,00000000
7771,24937.244,00000000
7772,21003.641,00000000
7773,18133.773,00000000
7774,22131.961,00000000
7775,24917.713,00000000
7776,21070.018,00000000
7777,18108.492,00000000
7778,22113.885,00000000
7779,24801.311,00000000
7780,20822.908,00000000
7781,18091.148,00000000
7782,22144.270,00000000
7783,25020.207,00000000
7784,21009.535,00000000
7785,18128.055,00000000
7786,22157.268,00000000
7787,24863.379,00000000
7788,20959.883,00000000
7789,18126.492,00000000
7790,22305.643,00000000
7791,24884.273,00000000
7792,20849.557,00000000
7793,18250.012,00000000
7794,22298.566,00000000
7795,24895.209,00000000
7796,20914.018,00000000
7797,18069.742,00000000
7798,22352.031,00000000
7799,24922.605,00000000
7800,20686.043,00000000
7801,18211.225,00000000
7802,22376.129,00000000
7803,24955.268,00000000
7804,20865.059,00000000
7805,18182.449,00000000
7806,22381.514,00000000
7807,24906.686,00000000
7808,20565.410,00000000
7809,18206.516,00000000
7810,22444.492,00000000
7811,24826.824,00000000
7812,20768.875,00000000
7813,18219.363,00000000
7814,22464.906,00000000
7815,24912.084,00000000
7816,20487.164,00000000
7817,18196.752,00000000
7818,22509.154,00000000
7819,24802.205,00000000
7820,20644.555,00000000
7821,18279.213,00000000
7822,22493.328,00000000
7823,24807.320,00000000
7824,20432.055,00000000
7825,18267.039,00000000
7826,22561.766,00000000
7827,24901.727,00000000
7828,20544.936,00000000
7829,18290.047,00000000
7830,22648.260,00000000
7831,24846.164,00000000
7832,20249.264,00000000
7833,18345.537,00000000
7834,22565.039,00000000
7835,24801.533,00000000
7836,20461.111,00000000
7837,18240.625,00000000
7838,22707.418,00000000
7839,24835.730,00000000
7840,20350.451,00000000
7841,18338.129,00000000
7842,22801.357,00000000
7843,24732.889,00000000
7844,20351.295,00000000
7845,18353.430,00000000
7846,22649.758,00000000
7847,24795.400,00000000
7848,20368.074,00000000
7849,18341.506,00000000
7850,22740.838,00000000
7851,24699.896,00000000
7852,20212.979,00000000
7853,18376.078,00000000
7854,22874.555,00000000
7855,24657.568,00000000
7856,20349.084,00000000
7857,18292.598,00000000
7858,22862.074,00000000
7859,24688.258,00000000
7860,20060.719,00000000
7861,18381.145,00000000
7862,22853.264,00000000
7863,24818.721,00000000
7864,20262.578,00000000
7865,18395.438,00000000
7866,22870.051,00000000
7867,24684.410,00000000
7868,20002.135,00000000
7869,18417.920,00000000
7870,22973.492,00000000
7871,24720.199,00000000
7872,20123.746,00000000
7873,18471.676,00000000
7874,23030.607,00000000
7875,24729.748,00000000
7876,19937.129,00000000
7877,18407.555,00000000
7878,23011.068,00000000
7879,24621.756,00000000
7880,20067.213,00000000
7881,18457.918,00000000
7882,23056.563,00000000
7883,24539.266,00000000
7884,19742.285,00000000
7885,18503.760,00000000
7886,23080.451,00000000
7887,24612.363,00000000
7888,19985.383,00000000
7889,18438.854,00000000
7890,23104.295,00000000
7891,24689.707,00000000
7892,19725.869,00000000
7893,18615.375,00000000
7894,23074.813,00000000
7895,24568.846,00000000
7896,19844.516,00000000
7897,18492.172,00000000
7898,23276.674,00000000
7899,24593.215,00000000
7900,19610.496,00000000
7901,18586.664,00000000
7902,23207.076,00000000
7903,24525.697,00000000
7904,19789.170,00000000
7905,18631.172,00000000
