Timestamp(ms),Current(uA)
17520,6975.608
17530,6907.776
17540,6859.780
17550,7000.015
17560,6924.897
17570,6911.483
17580,6862.726
17590,6869.805
17600,6862.967
17610,6905.306
17620,6891.536
17630,6897.755
17640,6896.278
17650,6894.106
17660,6905.471
17670,6914.868
17680,6913.943
17690,6887.088
17700,6895.781
17710,6873.888
17720,6847.156
17730,6865.725
17740,6905.211
17750,6919.238
17760,6893.704
17770,6872.583
17780,6941.073
17790,6884.266
17800,6910.596
17810,6960.886
17820,6944.578
17830,7039.206
17840,11602.750
17850,13516.400
17860,14625.029
17870,14342.430
17880,13639.592
17890,13062.638
17900,12672.576
17910,12018.019
17920,11138.914
17930,10127.551
17940,9347.006
17950,8585.163
17960,7930.032
17970,7605.027
17980,7341.972
17990,7116.193
18000,7054.896
18010,7096.777
18020,6972.964
18030,6988.266
18040,6899.525
18050,6858.679
18060,6905.491
18070,6877.075
18080,6864.517
18090,6815.194
18100,6880.747
18110,6849.159
18120,6870.039
18130,6833.165
18140,6835.214
18150,6834.059
18160,6850.028
18170,6840.033
18180,6919.592
18190,6916.000
18200,6859.781
18210,6836.526
18220,6857.924
18230,6848.772
18240,6841.064
18250,6956.113
18260,6911.581
18270,6915.151
18280,6869.391
18290,6867.250
18300,6838.826
18310,6883.942
18320,6863.738
18330,6916.329
18340,6884.435
18350,6967.611
18360,6845.421
18370,6882.006
18380,6912.014
18390,6895.232
18400,6866.940
18410,6863.788
18420,6901.982
18430,6878.313
18440,6939.758
18450,6889.456
18460,6872.861
18470,6877.411
18480,6874.459
18490,6859.520
18500,6915.517
18510,6850.203
18520,6872.309
18530,6816.303
18540,6854.886
18550,6836.961
18560,6893.947
18570,6854.581
18580,6865.591
18590,6828.366
18600,6859.179
18610,6906.976
18620,6925.585
18630,6943.735
18640,6883.161
18650,6846.832
18660,6903.854
18670,6815.121
18680,6832.625
18690,6816.703
18700,6975.912
18710,6885.045
18720,6896.497
18730,6945.598
18740,6944.688
18750,6928.983
18760,6870.419
18770,6864.526
18780,6926.505
18790,6818.307
18800,6898.069
18810,6819.400
18820,6875.818
18830,6810.272
18840,6860.788
18850,6941.915
18860,6880.439
18870,6944.694
18880,6916.975
18890,6870.543
18900,6863.482
18910,6820.817
18920,6875.601
18930,6878.145
18940,6897.049
18950,6833.320
18960,6896.414
18970,6941.622
18980,6917.925
18990,6803.793
19000,6931.873
19010,6908.438
19020,6908.991
19030,6850.738
19040,6886.733
19050,6964.940
19060,6914.292
19070,6858.142
19080,6812.263
19090,6825.492
19100,6843.841
19110,6843.103
19120,6852.206
19130,6873.515
19140,6908.653
19150,6909.056
19160,6855.112
19170,6920.805
19180,11575.660
19190,13699.187
19200,14618.037
19210,14260.783
19220,13615.049
19230,13050.450
19240,12607.521
19250,11924.654
19260,11084.003
19270,10042.917
19280,9212.948
19290,8524.557
19300,7941.732
19310,7556.479
19320,7298.105
19330,7138.640
19340,7005.705
19350,6861.660
19360,6914.919
19370,6921.547
19380,6917.906
19390,6845.600
19400,6836.378
19410,6877.620
19420,6855.968
19430,6977.451
19440,6933.113
19450,6957.936
19460,9030.797
19470,12277.950
19480,13937.346
19490,14512.570
19500,14178.016
19510,13444.231
19520,13006.712
19530,12477.792
19540,11666.796
19550,10757.355
19560,9894.306
19570,8965.465
19580,8333.063
19590,7824.772
19600,7424.319
19610,7251.433
19620,7017.563
19630,6918.660
19640,6959.297
19650,6931.903
19660,6889.771
19670,6912.109
19680,6891.563
19690,6853.374
19700,6898.789
19710,6945.062
19720,6833.159
19730,6846.982
19740,6805.484
19750,6824.206
19760,6815.624
19770,6812.695
19780,6779.127
19790,6795.333
19800,6834.886
19810,6852.754
19820,6814.448
19830,6768.469
19840,6825.514
19850,6791.551
19860,6828.631
19870,6902.813
19880,6860.150
19890,6792.628
19900,6833.829
19910,6818.399
19920,6804.351
19930,6813.625
19940,6824.792
19950,6813.455
19960,6837.744
19970,6773.242
19980,6783.112
19990,6799.117
20000,6845.846
20010,6877.123
20020,6928.548
20030,6967.603
20040,6843.510
20050,6940.038
20060,6842.208
20070,6825.373
20080,6793.364
20090,6835.777
20100,6823.685
20110,6855.571
20120,6921.138
20130,6861.906
20140,6878.928
20150,6842.571
20160,6874.588
20170,6829.121
20180,6870.940
20190,6853.222
20200,6882.936
20210,6810.147
20220,6830.873
20230,6901.390
20240,6950.265
20250,6901.771
20260,6876.504
20270,6848.385
20280,6886.774
20290,6823.493
20300,6872.161
20310,6932.370
20320,6959.164
20330,6873.292
20340,6862.250
20350,6813.410
20360,6887.922
20370,6823.917
20380,6851.961
20390,6818.738
20400,6772.236
20410,6748.527
20420,6856.657
20430,6831.849
20440,6945.478
20450,7279.785
20460,9956.308
20470,8435.336
20480,7994.424
20490,7616.094
20500,7145.351
20510,7128.611
20520,6923.506
20530,6900.856
20540,6917.965
20550,7160.598
20560,7516.576
20570,12082.388
20580,15132.696
20590,16327.104
20600,22821.965
20610,23694.209
20620,25178.707
20630,25430.990
20640,24397.758
20650,24060.090
20660,23714.320
20670,23914.783
20680,23037.992
20690,22324.736
20700,22602.793
20710,23118.855
20720,23185.203
20730,22990.539
20740,22715.607
20750,22979.563
20760,22779.807
20770,22843.693
20780,22648.518
20790,23422.754
20800,23247.674
20810,22887.662
20820,22484.049
20830,22889.166
20840,22210.928
20850,22497.693
20860,21656.922
20870,21856.793
20880,21907.648
20890,21798.455
20900,21254.660
20910,20899.359
20920,20575.490
20930,20423.713
20940,19902.838
20950,19731.244
20960,19290.324
20970,19134.697
20980,18816.299
20990,18694.754
21000,18420.168
21010,18409.336
21020,18112.066
21030,18010.031
21040,17710.982
21050,17757.180
21060,17609.414
21070,17571.975
21080,17485.746
21090,17410.373
21100,17401.432
21110,17327.051
21120,17930.020
21130,18010.732
21140,17762.342
21150,17822.160
21160,17611.949
21170,17602.252
21180,17424.131
21190,17355.123
21200,17228.201
21210,17313.070
21220,17297.164
21230,17104.160
21240,17115.287
21250,17180.424
21260,17159.617
21270,17573.209
21280,17542.652
21290,17644.750
21300,17542.877
21310,17291.895
21320,17110.680
21330,17169.877
21340,16887.178
21350,17029.525
21360,16981.492
21370,17173.746
21380,17019.820
21390,16974.707
21400,16940.572
21410,17057.375
21420,17002.598
21430,17083.170
21440,16943.893
21450,17091.979
21460,16996.898
21470,16995.449
21480,16929.498
21490,16891.230
21500,16830.930
21510,16905.814
21520,17023.465
21530,17199.066
21540,17312.344
21550,17722.162
21560,17492.191
21570,17461.438
21580,17521.195
21590,17555.146
21600,17493.021
21610,17189.510
21620,17458.865
21630,17397.215
21640,17293.844
21650,17419.035
21660,17429.188
21670,17587.418
21680,17440.914
21690,17412.535
21700,17495.738
21710,17336.211
21720,17471.252
21730,17433.502
21740,17380.998
21750,17445.867
21760,17485.676
21770,17432.465
21780,17391.191
21790,17467.121
21800,17578.721
21810,17498.449
21820,17530.500
21830,17443.107
21840,17486.943
21850,17417.170
21860,17341.033
21870,17413.350
21880,17500.373
21890,17406.365
21900,17488.281
21910,17444.932
21920,17592.703
21930,17485.883
21940,17498.660
21950,17473.035
21960,17568.912
21970,17427.512
21980,17122.461
21990,15398.938
22000,14992.087
22010,14631.232
22020,14721.323
22030,14497.263
22040,14591.146
22050,14492.908
22060,14661.897
22070,14498.913
22080,14493.018
22090,14430.204
22100,14371.759
22110,14293.854
22120,14658.203
22130,14478.892
22140,14578.106
22150,14464.154
22160,14605.742
22170,14492.158
22180,14526.230
22190,14409.902
22200,14641.900
22210,14498.148
22220,14610.910
22230,14438.675
22240,14617.893
22250,14425.380
22260,14624.942
22270,14433.471
22280,14386.325
22290,14457.813
22300,14586.124
22310,14503.978
22320,14638.870
22330,14301.754
22340,14466.329
22350,14246.423
22360,14406.610
22370,14522.479
22380,14754.229
22390,14754.647
22400,14827.613
22410,14770.713
22420,15273.471
22430,14848.425
22440,14854.121
22450,14472.727
22460,14757.861
22470,14783.734
22480,14491.882
22490,14426.840
22500,14939.411
22510,14839.887
22520,14994.534
22530,14369.365
22540,14912.585
22550,14606.622
22560,15117.633
22570,14614.236
22580,14193.150
22590,13983.690
22600,13713.803
22610,13790.889
22620,14024.436
22630,13829.962
22640,14017.175
22650,14002.809
22660,14181.179
22670,14076.572
22680,14149.508
22690,14283.139
22700,14524.982
22710,14326.180
22720,14522.700
22730,14342.779
22740,14560.872
22750,14457.490
22760,14841.861
22770,14747.477
22780,14775.156
22790,14855.136
22800,14969.313
22810,14928.502
22820,15321.531
22830,14853.540
22840,14515.091
22850,14054.937
22860,14243.189
22870,14148.587
22880,14187.873
22890,14195.989
22900,14419.153
22910,14187.644
22920,14414.805
22930,14159.524
22940,14299.304
22950,14159.160
22960,14424.480
22970,14344.578
22980,14322.431
22990,14461.321
23000,14546.700
23010,14441.266
23020,14730.394
23030,14382.036
23040,14487.435
23050,14370.240
23060,14442.622
23070,14295.555
23080,14291.254
23090,14313.754
23100,14406.929
23110,14755.504
23120,14858.376
23130,14438.015
23140,14586.452
23150,14563.297
23160,14882.570
23170,14647.410
23180,14348.712
23190,14410.661
23200,14474.051
23210,14133.087
23220,14250.438
23230,13962.283
23240,14234.619
23250,14181.242
23260,14255.995
23270,14078.561
23280,14141.024
23290,14109.076
23300,14286.935
23310,14161.351
23320,14186.640
23330,13980.132
23340,14162.320
23350,13687.997
23360,14083.977
23370,14073.906
23380,14105.976
23390,14120.659
23400,14265.041
23410,14129.314
23420,14133.938
23430,13957.578
23440,14111.091
23450,14022.194
23460,14155.762
23470,14011.691
23480,14036.979
23490,14023.584
23500,14134.604
23510,13987.961
23520,14148.119
23530,13911.129
23540,14088.505
23550,14014.241
23560,14100.754
23570,13980.971
23580,14049.657
23590,13969.025
23600,13866.115
23610,13963.773
23620,14143.020
23630,13974.944
23640,14062.333
23650,14015.832
23660,14135.761
23670,14104.094
23680,14020.850
23690,14056.221
23700,14125.550
23710,14098.857
23720,14123.416
23730,13967.468
23740,14131.712
23750,14048.429
23760,14124.854
23770,14063.100
23780,14022.538
23790,14059.729
23800,14132.519
23810,14025.099
23820,14169.666
23830,13951.972
23840,14069.983
23850,13784.394
23860,14016.028
23870,14001.169
23880,14059.667
23890,14014.253
23900,14177.503
23910,14090.316
23920,14162.850
23930,13919.869
23940,14098.926
23950,14021.658
23960,14178.881
23970,14099.610
23980,14078.081
23990,14028.288
24000,14097.734
24010,14008.999
24020,14180.772
24030,14013.306
24040,14165.621
24050,14044.396
24060,14086.440
24070,14083.829
24080,14044.021
24090,14127.849
24100,13875.955
24110,13966.538
24120,13999.381
24130,13961.866
24140,14095.873
24150,14044.738
24160,14099.249
24170,14061.572
24180,13959.520
24190,13961.665
24200,14089.946
24210,14094.030
24220,14027.569
24230,14001.666
24240,14042.557
24250,13990.493
24260,14064.514
24270,14070.281
24280,13993.365
24290,14040.585
24300,14111.863
24310,13969.070
24320,13994.338
24330,13937.198
24340,14090.036
24350,13755.346
24360,14035.479
24370,14029.673
24380,14016.865
24390,13932.305
24400,14085.438
24410,14048.278
24420,13994.466
24430,13925.119
24440,14105.437
24450,13960.759
24460,14099.039
24470,14059.423
24480,14133.627
24490,13937.812
24500,14103.799
24510,13978.754
24520,14050.495
24530,13984.888
24540,14071.900
24550,13996.300
24560,14126.392
24570,14023.315
24580,14020.750
24590,13979.533
24600,13863.094
24610,13954.837
24620,14082.283
24630,13841.953
24640,14144.253
24650,14041.731
24660,14038.326
24670,14024.598
24680,14034.042
24690,14054.237
24700,14041.301
24710,14102.107
24720,14079.702
24730,13936.894
24740,14067.186
24750,14102.784
24760,14083.575
24770,14065.330
24780,14058.163
24790,14034.958
24800,14054.933
24810,14111.750
24820,14175.722
24830,14101.436
24840,14162.041
24850,13853.317
24860,14021.907
24870,14077.949
24880,14030.265
24890,14059.718
24900,14133.536
24910,14044.770
24920,14074.034
24930,14000.021
24940,14086.942
24950,14089.914
24960,14201.873
24970,14105.652
24980,14020.985
24990,13963.847
25000,14089.829
25010,14020.015
25020,14178.152
25030,14007.034
25040,14026.716
25050,14028.288
25060,14146.911
25070,13979.979
25080,14062.302
25090,13997.954
25100,13851.828
25110,14014.193
25120,14050.813
25130,13942.934
25140,14058.888
25150,14097.789
25160,14048.945
25170,14028.089
25180,13991.356
25190,14062.941
25200,14055.463
25210,14108.296
25220,14040.718
25230,13999.684
25240,13950.134
25250,14097.671
25260,14042.003
25270,13897.433
25280,13993.604
25290,14017.992
25300,13977.418
25310,14067.367
25320,13944.057
25330,13967.204
25340,13969.062
25350,13764.814
25360,13909.113
25370,13910.024
25380,13976.458
25390,14057.063
25400,13976.404
25410,14102.771
25420,13996.500
25430,14005.738
25440,13968.051
25450,14083.495
25460,13979.259
25470,13990.555
25480,13920.746
25490,14156.903
25500,13955.897
25510,14146.561
25520,13966.687
25530,13976.437
25540,13892.956
25550,14071.464
25560,13958.459
25570,13915.078
25580,13847.802
25590,13856.353
25600,13816.368
25610,14069.197
25620,13904.463
25630,14014.712
25640,13937.461
25650,14081.229
25660,13973.829
25670,13947.698
25680,13888.227
25690,14115.013
25700,13920.479
25710,14131.890
25720,13899.806
25730,13974.278
25740,13981.482
25750,14189.101
25760,14014.302
25770,14025.098
25780,13877.479
25790,14141.590
25800,13950.708
25810,14146.502
25820,13899.794
25830,13984.478
25840,13864.883
25850,13969.854
25860,14046.138
25870,14042.612
25880,13894.915
25890,14170.650
25900,14015.254
25910,14190.972
25920,13936.733
25930,14078.009
25940,14062.158
25950,14220.840
25960,14066.477
25970,14031.044
25980,13946.288
25990,14189.934
26000,14079.747
26010,14178.529
26020,13802.947
26030,14097.891
26040,14015.838
26050,14216.003
26060,13995.160
26070,13971.187
26080,14005.771
26090,13767.514
26100,13937.426
26110,14046.362
26120,13803.764
26130,14146.863
26140,14075.176
26150,14177.310
26160,13998.451
26170,13967.403
26180,14009.932
26190,14216.110
26200,14041.292
26210,14117.379
26220,13844.313
26230,14131.286
26240,14050.675
26250,14181.536
26260,14005.104
26270,13996.282
26280,13997.104
26290,14153.314
26300,14061.973
26310,14157.233
26320,13865.954
26330,14111.484
26340,13805.047
26350,14002.825
26360,13978.604
26370,13986.638
26380,14038.147
26390,14226.319
26400,14127.613
26410,14182.747
26420,13952.241
26430,14167.773
26440,14145.723
26450,14307.205
26460,14167.592
26470,14190.092
26480,14239.833
26490,14421.259
26500,14372.010
26510,14432.090
26520,14288.262
26530,14546.171
26540,14450.914
26550,14658.608
26560,14542.793
26570,14515.069
26580,14741.897
26590,14564.552
26600,14791.776
26610,15034.620
26620,14689.630
26630,14973.570
26640,14910.712
26650,14949.582
26660,15002.450
26670,15093.371
26680,14943.373
26690,15022.865
26700,14919.927
26710,15067.786
26720,14726.826
26730,14908.983
26740,14839.297
26750,15167.713
26760,15310.816
26770,14775.736
26780,14575.657
26790,14800.969
26800,14817.037
26810,15123.975
26820,14883.969
26830,15099.637
26840,14649.492
26850,15152.021
26860,15047.762
26870,15150.852
26880,15044.709
26890,15056.165
26900,14940.511
26910,15104.534
26920,14948.421
26930,15172.562
26940,14918.451
26950,14987.081
26960,14806.329
26970,14829.180
26980,14913.932
26990,15041.126
27000,14850.202
27010,14956.429
27020,14785.341
27030,15088.802
27040,15046.733
27050,15129.911
27060,15134.245
27070,15089.037
27080,15078.456
27090,14965.449
27100,15038.370
27110,15166.490
27120,15019.359
27130,15203.429
27140,15158.081
27150,15234.379
27160,15041.228
27170,15033.684
27180,15031.418
27190,15175.832
27200,15078.167
27210,15139.761
27220,14812.174
27230,15126.461
27240,15113.170
27250,15248.181
27260,15068.496
27270,14979.484
27280,15003.085
27290,15156.860
27300,15172.217
27310,15171.538
27320,14808.445
27330,15061.185
27340,14682.211
27350,14990.075
27360,15048.354
27370,15029.478
27380,14890.717
27390,15151.326
27400,15069.629
27410,15220.381
27420,14974.961
27430,15092.398
27440,15084.605
27450,15196.039
27460,15199.271
27470,15175.325
27480,15089.933
27490,15245.887
27500,15162.328
27510,15344.098
27520,15118.531
27530,15260.801
27540,15122.752
27550,15341.063
27560,15269.475
27570,15289.274
27580,15197.641
27590,14936.050
27600,15121.857
27610,15369.973
27620,15012.271
27630,15249.009
27640,15127.718
27650,15223.998
27660,15255.584
27670,15194.929
27680,15080.433
27690,15211.739
27700,15061.322
27710,15122.294
27720,14975.501
27730,15145.123
27740,15107.006
27750,15227.055
27760,14988.785
27770,15106.709
27780,15034.631
27790,15163.412
27800,15147.407
27810,15193.928
27820,14912.429
27830,15113.108
27840,14763.098
27850,15068.826
27860,15098.847
27870,15062.917
27880,15083.880
27890,15257.885
27900,15092.798
27910,15235.511
27920,15024.457
27930,15199.267
27940,15170.988
27950,15199.866
27960,15180.666
27970,15142.604
27980,15097.656
27990,15193.870
28000,15166.730
28010,15278.176
28020,15054.656
28030,15107.840
28040,15068.049
28050,15260.388
28060,15095.355
28070,15052.335
28080,15007.142
28090,14795.937
28100,14900.438
28110,15201.499
28120,14988.253
28130,15164.357
28140,15078.730
28150,15123.113
28160,15072.665
28170,15151.863
28180,15080.323
28190,15199.547
28200,15083.297
28210,15063.313
28220,14878.248
28230,15064.594
28240,14950.640
28250,15163.260
28260,15098.952
28270,15144.393
28280,15203.962
28290,15352.113
28300,15327.588
28310,15479.692
28320,17645.020
28330,15771.302
28340,14633.431
28350,14519.438
28360,14398.399
28370,14336.100
28380,14202.542
28390,14352.119
28400,14261.826
28410,14439.864
28420,14214.950
28430,14237.312
28440,14223.149
28450,14253.852
28460,14246.314
28470,14224.237
28480,14213.768
28490,14259.027
28500,14180.958
28510,14304.722
28520,14158.633
28530,14256.215
28540,14270.461
28550,14310.491
28560,14239.959
28570,14225.528
28580,14266.536
28590,14041.320
28600,14216.110
28610,14294.517
28620,14166.454
28630,14280.662
28640,14269.414
28650,14301.717
28660,14274.275
28670,14248.523
28680,14299.065
28690,14275.273
28700,14310.937
28710,14298.058
28720,14311.903
28730,14355.157
28740,14324.236
28750,14257.630
28760,14287.216
28770,14220.903
28780,14250.971
28790,14260.674
28800,14445.662
28810,14279.140
28820,14173.557
28830,14274.284
28840,14101.003
28850,14146.119
28860,14186.319
28870,14241.649
28880,14312.488
28890,14329.229
28900,14341.552
28910,14342.835
28920,14262.516
28930,14268.616
28940,14404.941
28950,14246.850
28960,14277.794
28970,14221.148
28980,14412.193
28990,14359.220
29000,14458.600
29010,14291.657
29020,14293.632
29030,14316.613
29040,14399.760
29050,14327.839
29060,14325.984
29070,14226.591
29080,14149.878
29090,14090.906
29100,14329.064
29110,14256.908
29120,14348.658
29130,14202.144
29140,14429.595
29150,14251.549
29160,14241.633
29170,14086.800
29180,14359.844
29190,14162.271
29200,14310.990
29210,14119.234
29220,14267.773
29230,14146.350
29240,14322.114
29250,14145.499
29260,14203.270
29270,14085.232
29280,14348.501
29290,14205.630
29300,14366.469
29310,14118.262
29320,14293.485
29330,14062.342
29340,14189.029
29350,14122.634
29360,14269.132
29370,14168.779
29380,14391.510
29390,14269.406
29400,14519.564
29410,14216.906
29420,14528.216
29430,14361.172
29440,14460.770
29450,14356.763
29460,14499.300
29470,14414.587
29480,14614.945
29490,14408.616
29500,14639.786
29510,14321.631
29520,14458.416
29530,14382.409
29540,14545.140
29550,14427.386
29560,14422.527
29570,14231.686
29580,14070.578
29590,14196.163
29600,14331.032
29610,14021.862
29620,14340.950
29630,14181.274
29640,14375.691
29650,14183.200
29660,14637.292
29670,14699.556
29680,14828.237
29690,14788.267
29700,14917.163
29710,14608.745
29720,14742.217
29730,14600.922
29740,14796.086
29750,14693.458
29760,14507.947
29770,14409.133
29780,14672.518
29790,14530.803
29800,14755.813
29810,14551.589
29820,14762.497
29830,14414.220
29840,14773.048
29850,14830.616
29860,14749.456
29870,14520.900
29880,14708.913
29890,14598.177
29900,14737.364
29910,14363.618
29920,14775.687
29930,14703.224
29940,14900.637
29950,14802.400
29960,14687.021
29970,14603.752
29980,14684.265
29990,14605.291
30000,14949.279
30010,14562.608
30020,14811.452
30030,14550.298
30040,14688.935
30050,14513.451
30060,14634.960
30070,14494.224
30080,14205.576
30090,14283.964
30100,14385.271
30110,14168.418
30120,14437.652
30130,14328.126
30140,14459.652
30150,14409.783
30160,14370.468
30170,14383.898
30180,14483.218
30190,14337.969
30200,14486.820
30210,14259.490
30220,14389.433
30230,14346.349
30240,14409.209
30250,14233.821
30260,14290.852
30270,14185.831
30280,14349.122
30290,14181.913
30300,14340.854
30310,14132.293
30320,14179.735
30330,13820.715
30340,14152.992
30350,14178.018
30360,14236.104
30370,14268.504
30380,14466.190
30390,14455.807
30400,14569.404
30410,14424.151
30420,14702.842
30430,14706.726
30440,14843.138
30450,14734.253
30460,14733.195
30470,14828.152
30480,14956.948
30490,14854.676
30500,14828.390
30510,14511.139
30520,14659.007
30530,14577.893
30540,14788.613
30550,14696.136
30560,14622.530
30570,14606.172
30580,14431.741
30590,14437.997
30600,14651.429
30610,14377.109
30620,14638.926
30630,14542.077
30640,14644.956
30650,14492.834
30660,14578.838
30670,14523.837
30680,14751.627
30690,14665.978
30700,14651.402
30710,14504.324
30720,14692.745
30730,14503.795
30740,14655.662
30750,14450.674
30760,14501.413
30770,14402.395
30780,14527.083
30790,14425.774
30800,14454.326
30810,14320.067
30820,14506.307
30830,14208.875
30840,14775.635
30850,14899.645
30860,14840.288
30870,14738.478
30880,14720.911
30890,14531.157
30900,14708.400
30910,14603.319
30920,14938.915
30930,15081.106
30940,15311.499
30950,15016.374
30960,14836.874
30970,14632.438
30980,14775.571
30990,14793.990
31000,14773.447
31010,14496.346
31020,14548.662
31030,14453.748
31040,14459.066
31050,14400.826
31060,14601.140
31070,14678.401
31080,14705.793
31090,14885.428
31100,15195.143
31110,15054.904
31120,14980.866
31130,14704.646
31140,14757.347
31150,14555.625
31160,14580.176
31170,14499.811
31180,14604.813
31190,14484.334
31200,14503.521
31210,14302.169
31220,14345.937
31230,14345.572
31240,14440.976
31250,14392.227
31260,14405.588
31270,14390.720
31280,14509.979
31290,14388.998
31300,14571.471
31310,14383.354
31320,14669.184
31330,14274.624
31340,14443.402
31350,14471.987
31360,14450.003
31370,14423.737
31380,14488.335
31390,14539.775
31400,14700.039
31410,14478.868
31420,14685.459
31430,14760.084
31440,14856.212
31450,14714.472
31460,14645.024
31470,14699.649
31480,14711.267
31490,14638.508
31500,14716.495
31510,14510.253
31520,14562.468
31530,14462.792
31540,14536.719
31550,14539.181
31560,14567.039
31570,14606.742
31580,14367.005
31590,14567.912
31600,14686.101
31610,14573.386
31620,14694.031
31630,14817.073
31640,14966.173
31650,14843.144
31660,14835.098
31670,14836.190
31680,14839.657
31690,14703.996
31700,14728.975
31710,14704.491
31720,14834.454
31730,14775.413
31740,14813.493
31750,14843.282
31760,14817.031
31770,14780.854
31780,14866.786
31790,14912.578
31800,14975.097
31810,14805.497
31820,14895.921
31830,14646.930
31840,14901.648
31850,14838.088
31860,14826.701
31870,14955.869
31880,15070.202
31890,14908.003
31900,14978.345
31910,14898.088
31920,14957.820
31930,14912.222
31940,15021.322
31950,14929.284
31960,14900.233
31970,14867.233
31980,14857.266
31990,14874.137
32000,14832.410
32010,14623.577
32020,14764.741
32030,14790.066
32040,14935.910
32050,14823.662
32060,14745.105
32070,14789.720
32080,14627.102
32090,14645.862
32100,14672.786
32110,14662.004
32120,14822.607
32130,14758.311
32140,14786.101
32150,14717.923
32160,14758.020
32170,14643.829
32180,14720.053
32190,14742.638
32200,14812.771
32210,14667.544
32220,14744.072
32230,14822.385
32240,14749.189
32250,14710.007
32260,14652.688
32270,14786.018
32280,14825.798
32290,14789.397
32300,14805.199
32310,14826.737
32320,14800.540
32330,14617.324
32340,14797.972
32350,14840.669
32360,14820.539
32370,14957.531
32380,14836.627
32390,15008.150
32400,14905.931
32410,14876.204
32420,14773.127
32430,14813.838
32440,14615.214
32450,14525.041
32460,14420.895
32470,14637.049
32480,14539.369
32490,14543.617
32500,14480.282
32510,14627.344
32520,14522.386
32530,14707.998
32540,14567.773
32550,14532.349
32560,14512.970
32570,14452.942
32580,14297.933
32590,14593.661
32600,14412.793
32610,14575.745
32620,14534.483
32630,14692.410
32640,14561.716
32650,14594.790
32660,14631.016
32670,15037.290
32680,15044.234
32690,15207.502
32700,15011.345
32710,15045.146
32720,14808.888
32730,14796.604
32740,14624.458
32750,14597.482
32760,14544.677
32770,14795.816
32780,14579.251
32790,14804.643
32800,14604.127
32810,14688.919
32820,14471.781
32830,14624.541
32840,14655.188
32850,14746.239
32860,14708.358
32870,14920.251
32880,14712.766
32890,14695.100
32900,14443.257
32910,14676.013
32920,14591.020
32930,14946.377
32940,14799.356
32950,14847.510
32960,14777.906
32970,14993.404
32980,14840.721
32990,15134.934
33000,14950.332
33010,15093.639
33020,14977.682
33030,15252.308
33040,14730.633
33050,14371.213
33060,14194.845
33070,14119.247
33080,14146.142
33090,14471.854
33100,14185.344
33110,14476.004
33120,14360.801
33130,14416.790
33140,14293.223
33150,14298.030
33160,14308.101
33170,14526.356
33180,14418.450
33190,14634.731
33200,14350.473
33210,14538.340
33220,14488.912
33230,14680.939
33240,14607.864
33250,14718.975
33260,14707.271
33270,15052.565
33280,15025.607
33290,15178.603
33300,14865.631
33310,15272.552
33320,14901.976
33330,14522.113
33340,14358.977
33350,14328.266
33360,14335.574
33370,14500.710
33380,14348.276
33390,14556.974
33400,14429.897
33410,14817.244
33420,14749.222
33430,14890.196
33440,14773.734
33450,14724.290
33460,14568.784
33470,14777.519
33480,14600.702
33490,14776.219
33500,14523.543
33510,14753.252
33520,14676.291
33530,14718.603
33540,14616.219
33550,14603.356
33560,14578.638
33570,14356.252
33580,14455.977
33590,14683.883
33600,14483.696
33610,14737.082
33620,14584.520
33630,14791.766
33640,14666.153
33650,14774.168
33660,14833.761
33670,15040.438
33680,15007.076
33690,15071.135
33700,14857.261
33710,15193.383
33720,14943.084
33730,15242.662
33740,15127.505
33750,15181.008
33760,15135.050
33770,15194.911
33780,15068.440
33790,15210.431
33800,14780.636
33810,15029.600
33820,14497.934
33830,14744.639
33840,14786.300
33850,14744.816
33860,14654.579
33870,14787.918
33880,14710.220
33890,14856.885
33900,14601.719
33910,14677.077
33920,14675.102
33930,14745.080
33940,14612.546
33950,14551.224
33960,14631.477
33970,14772.557
33980,14726.334
33990,14842.652
34000,14623.762
34010,14817.454
34020,14638.729
34030,14836.661
34040,14792.000
34050,14830.989
34060,14834.199
34070,14551.544
34080,14801.708
34090,14985.956
34100,14739.437
34110,14901.661
34120,14966.527
34130,15125.215
34140,14924.229
34150,14880.038
34160,14941.739
34170,15027.113
34180,14947.099
34190,15161.325
34200,15115.588
34210,15366.850
34220,15324.371
34230,15343.078
34240,15214.001
34250,15138.972
34260,15044.386
34270,15141.421
34280,15199.296
34290,15314.996
34300,15027.511
34310,15225.989
34320,14821.543
34330,15187.768
34340,14732.581
34350,14550.817
34360,14502.260
34370,14647.520
34380,14510.559
34390,14644.617
34400,14543.102
34410,14767.537
34420,14621.643
34430,14770.884
34440,14862.453
34450,14849.374
34460,14939.363
34470,14602.897
34480,14387.335
34490,14311.959
34500,14093.455
34510,14197.764
34520,14277.794
34530,14405.288
34540,14405.901
34550,14338.805
34560,14445.224
34570,14341.279
34580,14401.583
34590,14648.829
34600,14769.101
34610,15000.380
34620,14896.072
34630,14727.119
34640,14654.563
34650,14602.474
34660,14725.886
34670,14584.997
34680,14258.184
34690,14260.730
34700,13965.135
34710,14108.935
34720,14119.717
34730,14151.831
34740,14071.992
34750,14031.264
34760,14139.966
34770,14216.059
34780,14195.570
34790,14172.468
34800,14064.745
34810,14214.912
34820,13816.252
34830,14095.852
34840,14143.473
34850,14171.431
34860,14125.016
34870,14150.321
34880,14176.735
34890,14231.037
34900,14042.872
34910,14123.560
34920,14169.020
34930,14229.072
34940,14177.663
34950,14124.402
34960,14189.366
34970,14286.690
34980,14097.462
34990,14155.812
