Timestamp(ms),Current(uA)
2750,1771.993
2760,1752.917
2770,1745.002
2780,1742.116
2790,1739.687
2800,1821.937
2810,1779.378
2820,1756.693
2830,1747.340
2840,1745.010
2850,1742.538
2860,1742.604
2870,1751.259
2880,1747.113
2890,1743.895
2900,1742.796
2910,1742.418
2920,1743.823
2930,1793.817
2940,1760.293
2950,1747.573
2960,1745.378
2970,1742.552
2980,1742.148
2990,1753.744
3000,1747.995
3010,1743.360
3020,1740.870
3030,1740.075
3040,1806.308
3050,1778.159
3060,1756.236
3070,1746.997
3080,1746.679
3090,1744.848
3100,1742.420
3110,1819.305
3120,1773.965
3130,1753.646
3140,1746.426
3150,1744.302
3160,1746.666
3170,1748.295
3180,1752.261
3190,1747.753
3200,1746.574
3210,1743.611
3220,1743.343
3230,1792.877
3240,1772.600
3250,1754.607
3260,1747.833
3270,1745.129
3280,1746.093
3290,1744.970
3300,1761.684
3310,1753.027
3320,1750.663
3330,1784.064
3340,1761.539
3350,1751.690
3360,1757.815
3370,1750.067
3380,1746.865
3390,1746.383
3400,1747.453
3410,1747.206
3420,1818.154
3430,2119.160
3440,4539.214
3450,5107.747
3460,5149.146
3470,5175.410
3480,5117.538
3490,5219.342
3500,5220.949
3510,5528.857
3520,5654.901
3530,5297.338
3540,5115.604
3550,5075.781
3560,5078.095
3570,5014.416
3580,5045.047
3590,5059.457
3600,5032.160
3610,5049.136
3620,5071.936
3630,5024.648
3640,4768.250
3650,2855.002
3660,2185.403
3670,1905.853
3680,1802.363
3690,1761.588
3700,1747.895
3710,1742.259
3720,1744.600
3730,1789.781
3740,1760.377
3750,1751.106
3760,1746.425
3770,1741.651
3780,1740.685
3790,1754.045
3800,1747.247
3810,1743.396
3820,1742.513
3830,1742.662
3840,1775.238
3850,1760.975
3860,1748.512
3870,1743.689
3880,1744.332
3890,1741.628
3900,1741.537
3910,1815.576
3920,1773.219
3930,1753.292
3940,1746.269
3950,1742.783
3960,1745.186
3970,1750.037
3980,1749.969
3990,1746.455
4000,1745.615
4010,1743.362
4020,1741.913
4030,1801.117
4040,1772.976
4050,1754.926
4060,1748.293
4070,1743.971
4080,1745.019
4090,1741.127
4100,1750.519
4110,1743.409
4120,1741.788
4130,1775.990
4140,1753.190
4150,1747.041
4160,1757.693
4170,1747.789
4180,1744.049
4190,1741.640
4200,1742.706
4210,1741.396
4220,1797.222
4230,1766.661
4240,1754.986
4250,1747.043
4260,1743.706
4270,1742.063
4280,1814.996
4290,1767.166
4300,1749.473
4310,1743.022
4320,1743.941
4330,1742.708
4340,1746.582
4350,1748.593
4360,1746.348
4370,1742.899
4380,1741.579
4390,1742.826
4400,1800.873
4410,1784.187
4420,1757.983
4430,1747.644
4440,1744.505
4450,1741.156
4460,1741.783
4470,1757.484
4480,1750.485
4490,1744.612
4500,1790.331
4510,1768.442
4520,1751.480
4530,1753.639
4540,1744.705
4550,1741.253
4560,1742.409
4570,1742.522
4580,1742.892
4590,1799.148
4600,1766.231
4610,1747.826
4620,1742.964
4630,1741.085
4640,1743.795
4650,4300.656
4660,5083.387
4670,5133.628
4680,5076.003
4690,5120.988
4700,5243.627
4710,5181.829
4720,5581.060
4730,5631.951
4740,5218.634
4750,5106.771
4760,5088.522
4770,5018.225
4780,5031.854
4790,5026.750
4800,5000.187
4810,5038.206
4820,5064.335
4830,5010.685
4840,5010.489
4850,2965.745
4860,2206.575
4870,1911.704
4880,1854.958
4890,1781.255
4900,1754.219
4910,1745.214
4920,1743.155
4930,1741.077
4940,1751.824
4950,1743.839
4960,1741.046
4970,1739.043
4980,1738.556
4990,1738.236
5000,1805.896
5010,1764.458
5020,1747.040
5030,1743.825
5040,1743.694
5050,1741.809
5060,1816.838
5070,1768.465
5080,1753.671
5090,1745.931
5100,1742.098
5110,1740.079
5120,1744.096
5130,1745.186
5140,1739.031
5150,1740.066
5160,1741.599
5170,1739.453
5180,1738.092
5190,1780.972
5200,1756.262
5210,1747.272
5220,1743.458
5230,1740.397
5240,1740.462
5250,1752.560
5260,1746.233
5270,1743.321
5280,1741.911
5290,1775.176
5300,1752.794
5310,1757.446
5320,1747.538
5330,1741.414
5340,1740.154
5350,1739.564
5360,1742.112
5370,1754.423
5380,1813.643
5390,1765.631
5400,1750.939
5410,1744.767
5420,1741.336
5430,1814.955
5440,1772.862
5450,1751.576
5460,1745.510
5470,1741.718
5480,1742.567
5490,1742.714
5500,1745.939
5510,1741.340
5520,1741.676
5530,1740.639
5540,1740.941
5550,1740.207
5560,1750.324
5570,1787.020
5580,1756.096
5590,1740.964
5600,1744.537
5610,1739.931
5620,1752.336
5630,1744.279
5640,1743.713
5650,1742.160
5660,1740.337
5670,1773.971
5680,1770.417
5690,1755.806
5700,1747.386
5710,1744.049
5720,1744.671
5730,1742.339
5740,1756.667
5750,1745.427
5760,1812.849
5770,1766.449
5780,1748.746
5790,1742.513
5800,1751.572
5810,1747.922
5820,1742.511
5830,1739.579
5840,1740.499
5850,4097.697
5860,4812.668
5870,5132.191
5880,5523.343
5890,5780.477
5900,5368.617
5910,5266.417
5920,5215.478
5930,5155.240
5940,5091.218
5950,5050.023
5960,4996.167
5970,5014.995
5980,4991.310
5990,5014.803
6000,5031.343
6010,4963.703
6020,5001.052
6030,5029.678
6040,3201.227
6050,2277.506
6060,1936.754
6070,1813.021
6080,1806.568
6090,1765.968
6100,1765.184
6110,1751.610
6120,1746.686
6130,1743.881
6140,1740.255
6150,1739.115
6160,1822.505
6170,1777.236
6180,1755.270
6190,1746.129
6200,1743.953
6210,1740.509
6220,1747.866
6230,1749.781
6240,1745.255
6250,1743.175
6260,1740.113
6270,1781.384
6280,1756.564
6290,1758.960
6300,1747.984
6310,1744.456
6320,1744.620
6330,1743.576
6340,1741.913
6350,1794.978
6360,1762.862
6370,1750.851
6380,1744.326
6390,1743.511
6400,1742.419
6410,1753.470
6420,1743.136
6430,1739.324
6440,1740.192
6450,1741.231
6460,1789.885
6470,1772.544
6480,1753.889
6490,1746.290
6500,1742.890
6510,1741.185
6520,1741.713
6530,1746.992
6540,1749.540
6550,1813.442
6560,1771.242
6570,1752.458
6580,1745.012
6590,1744.637
6600,1749.813
6610,1744.445
6620,1741.734
6630,1740.087
6640,1740.871
6650,1786.826
6660,1768.480
6670,1750.733
6680,1743.368
6690,1739.292
6700,1737.582
6710,1740.117
6720,1756.189
6730,1746.589
6740,1743.077
6750,1780.835
6760,1757.402
6770,1745.826
6780,1763.460
6790,1748.649
6800,1745.518
6810,1745.519
6820,1741.995
6830,1740.728
6840,1814.044
6850,1768.735
6860,1749.748
6870,1743.134
6880,1741.747
6890,1739.408
6900,1817.873
6910,1778.797
6920,1754.957
6930,1746.616
6940,1743.141
6950,1741.110
6960,1743.588
6970,1748.873
6980,1742.558
6990,1740.513
7000,1741.903
7010,1743.003
7020,1742.861
7030,1788.297
7040,3777.646
7050,5037.186
7060,5143.533
7070,5102.097
7080,5097.580
7090,5231.962
7100,5154.355
7110,5442.128
7120,5590.849
7130,5307.837
7140,5153.676
7150,5107.563
7160,5034.931
7170,5020.124
7180,5042.842
7190,5011.833
7200,5016.637
7210,4992.735
7220,4981.690
7230,5024.711
7240,5036.976
7250,3355.135
7260,2353.784
7270,2023.893
7280,1845.915
7290,1778.143
7300,1754.225
7310,1744.808
7320,1740.885
7330,1752.430
7340,1744.422
7350,1742.539
7360,1743.319
7370,1782.634
7380,1756.931
7390,1753.449
7400,1748.562
7410,1744.736
7420,1743.290
7430,1742.862
7440,1742.183
7450,1816.374
7460,1776.386
7470,1753.494
7480,1745.136
7490,1742.897
7500,1741.094
7510,1740.145
7520,1748.109
7530,1740.868
7540,1739.237
7550,1737.761
7560,1799.638
7570,1763.765
7580,1761.632
7590,1748.895
7600,1743.986
7610,1741.943
7620,1742.830
7630,1741.784
7640,1752.406
7650,1749.273
7660,1794.319
7670,1761.029
7680,1748.101
7690,1744.690
7700,1755.522
7710,1745.716
7720,1742.030
7730,1743.078
7740,1740.458
7750,1741.018
7760,1779.482
7770,1760.051
7780,1747.332
7790,1741.786
7800,1742.274
7810,1743.903
7820,1746.120
7830,1751.880
7840,1745.291
7850,1800.221
7860,1764.316
7870,1751.198
7880,1745.226
7890,1755.014
7900,1746.188
7910,1742.985
7920,1742.113
7930,1743.538
7940,1741.730
7950,1786.294
7960,1757.409
7970,1747.856
7980,1744.110
7990,1742.140
8000,1743.729
8010,1802.237
8020,1766.215
8030,1751.983
8040,1746.481
8050,1744.799
8060,1742.851
8070,1756.569
8080,1754.188
8090,1749.756
8100,1746.831
8110,1744.069
8120,1742.830
8130,1820.340
8140,1774.969
8150,1753.292
8160,1744.964
8170,1743.815
8180,1741.120
8190,1744.610
8200,1749.254
8210,1747.309
8220,1745.499
8230,1805.643
8240,1766.270
8250,3470.061
8260,5052.396
8270,5163.618
8280,5129.736
8290,5154.797
8300,5264.332
8310,5240.156
8320,5412.935
8330,5593.546
8340,5477.251
8350,5207.100
8360,5148.910
8370,5057.872
8380,5062.341
8390,5055.700
8400,5019.082
8410,5042.280
8420,5064.437
8430,5036.557
8440,5060.035
8450,3604.892
8460,2452.638
8470,2006.434
8480,1897.103
8490,1805.497
8500,1768.040
8510,1752.598
8520,1746.129
8530,1744.840
8540,1757.549
8550,1749.373
8560,1744.391
8570,1745.290
8580,1743.644
8590,1744.149
8600,1808.901
8610,1775.329
8620,1755.193
8630,1750.020
8640,1747.500
8650,1749.678
8660,1754.214
8670,1755.004
8680,1748.291
8690,1746.579
8700,1794.647
8710,1762.057
8720,1751.367
8730,1760.089
8740,1751.433
8750,1748.527
8760,1746.010
8770,1746.202
8780,1745.198
8790,1799.630
8800,1764.161
8810,1752.850
8820,1747.901
8830,1745.196
8840,1744.256
8850,1802.827
8860,1770.812
8870,1754.252
8880,1747.884
8890,1748.527
8900,1746.195
8910,1757.669
8920,1753.106
8930,1750.085
8940,1748.187
8950,1746.659
8960,1745.014
8970,1825.108
8980,1777.958
8990,1756.638
9000,1747.361
9010,1745.916
9020,1744.182
9030,1746.531
9040,1751.925
9050,1749.281
9060,1746.396
9070,1746.237
9080,1746.536
9090,1805.255
9100,1780.283
9110,1758.878
9120,1751.274
9130,1750.055
9140,1746.975
9150,1747.134
9160,1759.831
9170,1752.908
9180,1748.060
9190,1784.155
9200,1759.524
9210,1751.181
9220,1800.583
9230,1769.422
9240,1754.186
9250,1750.949
9260,1747.611
9270,1747.119
9280,1760.335
9290,1761.312
9300,1753.575
9310,1749.490
9320,1747.219
9330,1748.769
9340,1823.663
9350,1782.261
9360,1759.094
9370,1754.135
9380,1749.720
9390,1747.547
9400,1750.137
9410,1788.479
9420,1761.152
9430,1748.928
9440,1747.339
9450,3160.457
9460,4644.631
9470,4987.801
9480,5459.511
9490,5796.998
9500,5604.338
9510,5344.077
9520,5258.547
9530,5248.064
9540,5216.974
9550,5094.162
9560,5078.514
9570,5103.547
9580,5093.024
9590,5058.487
9600,5061.913
9610,5096.203
9620,5052.026
9630,5053.625
9640,3986.132
9650,2572.723
9660,2048.030
9670,1855.868
9680,1785.801
9690,1761.956
9700,1830.878
9710,1786.022
9720,1762.718
9730,1755.398
9740,1750.837
9750,1748.829
9760,1748.275
9770,1758.819
9780,1751.131
9790,1748.134
9800,1746.880
9810,1749.134
9820,1748.270
9830,1796.286
9840,1765.274
9850,1754.498
9860,1749.464
9870,1746.500
9880,1745.744
9890,1809.814
9900,1770.250
9910,1755.973
9920,1751.173
9930,1750.673
9940,1748.169
9950,1762.639
9960,1753.349
9970,1750.412
9980,1748.579
9990,1747.813
10000,1748.025
10010,1824.498
10020,1777.511
10030,1756.300
10040,1748.449
10050,1748.361
10060,1745.089
10070,1744.313
10080,1751.867
10090,1748.772
10100,1744.685
10110,1745.274
10120,1813.128
10130,1773.284
10140,1766.425
10150,1754.594
10160,1749.532
10170,1750.087
10180,1748.597
10190,1749.090
10200,1760.063
10210,1755.007
10220,1792.054
10230,1764.956
10240,1754.345
10250,1751.997
10260,1806.095
10270,1770.763
10280,1756.324
10290,1752.758
10300,1749.665
10310,1748.989
10320,1762.975
10330,1756.511
10340,1753.077
10350,1749.499
10360,1748.559
10370,1748.396
10380,1825.006
10390,1777.588
10400,1758.759
10410,1754.808
10420,1752.139
10430,1750.799
10440,1754.322
10450,1758.605
10460,1753.185
10470,1750.712
10480,1749.048
10490,1749.668
10500,1794.206
10510,1782.361
10520,1761.648
10530,1755.296
10540,1751.593
10550,1749.918
10560,1750.480
10570,1804.892
10580,1771.312
10590,1758.579
10600,1754.191
10610,1755.065
10620,1753.024
10630,1765.669
10640,2739.556
10650,4887.677
10660,5254.765
10670,5231.916
10680,5191.019
10690,5260.905
10700,5267.006
10710,5263.388
10720,5565.675
10730,5706.763
10740,5332.011
10750,5236.457
10760,5117.350
10770,5108.351
10780,5129.492
10790,5136.417
10800,5073.335
10810,5136.723
10820,5141.099
10830,5136.634
10840,5083.202
10850,4298.647
10860,2707.868
10870,2109.435
10880,1959.094
10890,1829.914
10900,1779.472
10910,1761.604
10920,1754.082
10930,1757.085
10940,1761.549
10950,1755.459
10960,1752.120
10970,1752.347
10980,1810.453
10990,1774.506
11000,1769.817
11010,1761.151
11020,1756.730
11030,1754.449
11040,1754.977
11050,1755.849
11060,1813.019
11070,1776.228
11080,1761.367
11090,1756.853
11100,1753.983
11110,1754.615
11120,1761.451
11130,1760.433
11140,1757.617
11150,1755.030
11160,1753.104
11170,1756.081
11180,1808.969
11190,1778.377
11200,1762.731
11210,1760.309
11220,1758.316
11230,1756.249
11240,1830.660
11250,1792.499
11260,1768.549
11270,1761.744
11280,1758.538
11290,1758.129
11300,1763.062
11310,1766.168
11320,1761.881
11330,1758.777
11340,1758.420
11350,1758.794
11360,1811.656
11370,1791.508
11380,1772.437
11390,1763.049
11400,1762.582
11410,1764.682
11420,1761.781
11430,1774.260
11440,1767.167
11450,1811.349
11460,1797.225
11470,1775.004
11480,1769.055
11490,1769.271
11500,1771.636
11510,1767.907
11520,1764.967
11530,1765.877
11540,1764.456
11550,1815.628
11560,1784.725
11570,1775.157
11580,1769.974
11590,1768.879
11600,1767.345
11610,1774.312
11620,1777.997
11630,1773.927
11640,1836.244
11650,1799.519
11660,1782.019
11670,1777.438
11680,1782.469
11690,1779.478
11700,1775.620
11710,1772.236
11720,1773.383
11730,1774.523
11740,1823.294
11750,1791.945
11760,1781.030
11770,1779.456
11780,1777.888
11790,1777.101
11800,1833.956
11810,1800.184
11820,1785.945
11830,1781.011
11840,1779.568
11850,2215.889
11860,4730.185
11870,5191.259
11880,5196.305
11890,5194.313
11900,5205.902
11910,5258.913
11920,5285.501
11930,5600.985
11940,5666.254
11950,5275.622
11960,5209.490
11970,5092.785
11980,5065.936
11990,5093.816
12000,5111.124
12010,5044.893
12020,5094.123
12030,5120.999
12040,5073.625
12050,4548.438
12060,2784.701
12070,2130.336
12080,1892.278
12090,1810.935
12100,1771.656
12110,1755.977
12120,1751.841
12130,1751.979
12140,1820.216
12150,1786.212
12160,1763.922
12170,1756.245
12180,1752.250
12190,1749.012
12200,1748.777
12210,1805.296
12220,1773.755
12230,1760.230
12240,1754.722
12250,1754.579
12260,1756.372
12270,1766.892
12280,1760.567
12290,1760.546
12300,1759.244
12310,1759.134
12320,1760.198
12330,1824.319
12340,1789.824
12350,1773.650
12360,1768.923
12370,1768.100
12380,1770.524
12390,1776.265
12400,1778.858
12410,1776.552
12420,1777.846
12430,1815.482
12440,1793.738
12450,1789.652
12460,1796.737
12470,1791.965
12480,1792.313
12490,1795.540
12500,1800.772
12510,1802.284
12520,1857.516
12530,1832.283
12540,1821.827
12550,1818.085
12560,1822.857
12570,1827.979
12580,1939.707
12590,1860.134
12600,1827.864
12610,1814.474
12620,1807.064
12630,1810.810
12640,1826.400
12650,1825.757
12660,1823.804
12670,1824.753
12680,1829.406
12690,1835.475
12700,2068.946
12710,1906.935
12720,1835.341
12730,1810.201
12740,1799.366
12750,1793.649
12760,1798.162
12770,1805.861
12780,1806.167
12790,1805.366
12800,1806.979
12810,1809.954
12820,1816.576
12830,1827.670
12840,1827.108
12850,1819.530
12860,1907.897
12870,1905.666
12880,1850.371
12890,1846.189
12900,1829.402
12910,1818.138
12920,1814.333
12930,1814.540
12940,1818.829
12950,1883.664
12960,1856.231
12970,1839.504
12980,1835.141
12990,1841.011
13000,1843.568
13010,1866.140
13020,1872.209
13030,1862.357
13040,1903.132
13050,2255.561
13060,4683.858
13070,5033.666
13080,5440.987
13090,5768.636
13100,5918.444
13110,5507.018
13120,5381.012
13130,5317.626
13140,5257.849
13150,5194.721
13160,5172.706
13170,5158.743
13180,5119.715
13190,5128.964
13200,5148.678
13210,5136.006
13220,5119.851
13230,5115.721
13240,4924.930
13250,2967.751
13260,2199.400
13270,1914.494
13280,1809.287
13290,1769.914
13300,1757.770
13310,1807.743
13320,1772.046
13330,1758.592
13340,1755.234
13350,1753.622
13360,1753.174
13370,1809.787
13380,1777.376
13390,1761.308
13400,1754.635
13410,1752.897
13420,1753.327
13430,1767.986
13440,1759.012
13450,1754.391
13460,1752.564
13470,1749.940
13480,1750.455
13490,1828.525
13500,1788.940
13510,1765.843
13520,1757.169
13530,1753.587
13540,1755.162
13550,1759.005
13560,1764.312
13570,1758.271
13580,1757.121
13590,1753.772
13600,1822.751
13610,1781.563
13620,1776.318
13630,1763.195
13640,1758.999
13650,1757.018
13660,1756.364
13670,1754.297
13680,1810.236
13690,1775.907
13700,1763.716
13710,1757.739
13720,1757.111
13730,1756.105
13740,1763.507
13750,1763.950
13760,1759.195
13770,1758.970
13780,1762.987
13790,1809.358
13800,1803.848
13810,1778.228
13820,1766.907
13830,1764.241
13840,1762.117
13850,1760.579
13860,1768.995
13870,1770.397
13880,1762.080
13890,1826.813
13900,1786.894
13910,1769.267
13920,1766.109
13930,1769.093
13940,1764.153
13950,1762.824
13960,1760.649
13970,1763.504
13980,1765.045
13990,1810.350
14000,1781.271
14010,1767.103
14020,1765.044
14030,1761.638
14040,1760.198
14050,1772.349
14060,1767.276
14070,1762.882
14080,1818.511
14090,1786.889
14100,1772.508
14110,1777.708
14120,1769.799
14130,1763.293
14140,1762.363
14150,1759.286
14160,1760.230
14170,1834.838
14180,1787.945
14190,1769.020
14200,1762.942
14210,1757.439
14220,1756.964
14230,1762.226
14240,1764.162
14250,4349.808
14260,5216.225
14270,5229.164
14280,5166.113
14290,5199.661
14300,5261.654
14310,5216.544
14320,5669.313
14330,5757.872
14340,5348.982
14350,5215.960
14360,5118.436
14370,5091.313
14380,5109.754
14390,5100.484
14400,5077.416
14410,5111.672
14420,5129.114
14430,5075.911
14440,5075.312
14450,5107.986
14460,3084.404
14470,2239.059
14480,1937.302
14490,1816.875
14500,1773.370
14510,1802.240
14520,1765.536
14530,1752.569
14540,1760.649
14550,1750.660
14560,1746.225
14570,1744.820
14580,1746.683
14590,1747.314
14600,1808.548
14610,1770.001
14620,1756.562
14630,1750.575
14640,1747.632
14650,1747.302
14660,1762.529
14670,1752.454
14680,1747.124
14690,1746.638
14700,1815.451
14710,1774.871
14720,1764.071
14730,1757.138
14740,1750.810
14750,1747.205
14760,1744.297
14770,1743.335
14780,1820.172
14790,1781.601
14800,1757.743
14810,1749.645
14820,1748.395
14830,1744.247
14840,1744.182
14850,1752.674
14860,1747.453
14870,1743.681
14880,1742.915
14890,1741.409
14900,1792.674
14910,1770.756
14920,1752.899
14930,1744.308
14940,1744.552
14950,1741.671
14960,1740.670
14970,1802.738
14980,1766.667
14990,1750.381
15000,1743.874
15010,1742.071
15020,1743.169
15030,1753.898
15040,1748.115
15050,1741.959
15060,1745.979
15070,1745.568
15080,1744.199
15090,1819.129
15100,1777.685
15110,1755.739
15120,1746.649
15130,1743.410
15140,1745.106
15150,1748.327
15160,1750.733
15170,1744.938
15180,1743.973
15190,1798.932
15200,1761.988
15210,1747.988
15220,1756.565
15230,1748.402
15240,1944.607
15250,1817.696
15260,1772.496
15270,1752.704
15280,1802.576
15290,1764.751
15300,1753.494
15310,1746.432
15320,1744.332
15330,1743.531
15340,1755.542
15350,1748.869
15360,1744.667
15370,1742.414
15380,1778.719
15390,1754.441
15400,1760.675
15410,1748.940
15420,1746.833
15430,1743.453
15440,1742.092
15450,1740.592
15460,4027.618
15470,5088.436
15480,5164.222
15490,5090.793
15500,5115.427
15510,5299.017
15520,5172.786
15530,5493.182
15540,5647.489
15550,5338.942
15560,5144.117
15570,5119.812
15580,5024.222
15590,5037.628
15600,5070.751
15610,5010.058
15620,5009.883
15630,5062.193
15640,5023.691
15650,5048.948
15660,3114.301
15670,2273.455
15680,1987.313
15690,1841.099
15700,1781.593
15710,1756.992
15720,1748.962
15730,1745.184
15740,1745.587
15750,1754.403
15760,1745.873
15770,1741.653
15780,1783.910
15790,1755.664
15800,1746.832
15810,1757.050
15820,1747.836
15830,1743.075
15840,1741.556
15850,1740.036
15860,1742.461
15870,1815.288
15880,1773.769
15890,1754.516
15900,1748.826
15910,1745.749
15920,1742.564
15930,1818.256
15940,1780.912
15950,1756.555
15960,1747.368
15970,1743.929
15980,1744.470
15990,1742.627
16000,1749.737
16010,1743.929
16020,1742.638
16030,1741.275
16040,1740.081
16050,1740.220
16060,1796.421
16070,1762.377
